Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
 I tried to place a BEL buy back order by using your 'Request call back' on the your website. But they did..., Another thing,Misceallaneous,END,,,
Misceallaneous, Hi my mobile no. is 9990937795,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,A small ell instead of small I in the address. The s missing after http. Fraud mail.  ,END,,,,
Misceallaneous, I.dont know what to do.,END,,,,
Request,RT : Got a call from 7033158344 for renewing my ATM card..    which one of u ws tht??…,END,,,,
Request,Got a call from 7033158344 for renewing my ATM card..    which one of u ws tht?? Or just Phishing,END,,,,
Request,  please look into the issue. ,END,,,,
 you need to clarify the doubts about ATM Cards being hacked. Do we customers have anything to worry about? ,Dear ,Request,END,,,
Request, 9937710983 call me now,END,,,,
Request, I have messaged you in details about your employee and the trauma which I am going thru..,END,,,,
, Have invested in a SIP through ur agent,,,,,
Request,Wish to know if I would get a statement in hard copy regarding my account.,END,,,,
Request, sir how do I get my arm pic as I have forgotten that!!,END,,,,
Request, air how do I directly talk to your coustomer service care ? With the inputs I am able to talk explain them clearly !Pls help,END,,,,
Request,  Someone is misusing my email ID on an ICICI bank account; how can this be stopped?,END,,,,
Request, No response yet. My payment due date is next week. Want this to be resolved by that. Can you pls expedite?,END,,,,
Request, @ i got threat call frm ICICI Credcard team numbers01148341839 fr non payment of rs19000/.NameOm singh.pls help urgent.,END,,,,
Request, Can a blocked Debit Card be activated?,END,,,,
Request, i got threat call frm ICICI Credit card team numbers01148341839 fr non payment of rs19000/.NameOm singh.pls help urgent.,END,,,,
Request, Open an atm at ajyodha village pin 713148 WB we have place and commercial electricity &amp; licence armed guard manab 9614591688,END,,,,
Request, Please check DM.,END,,,,
Request, please DM me the email ID on which communication has been sent,END,,,,
Request, kindly refund the reverse of neft.... It's not my mistake... ,END,,,,
Request, Oh man! Yes you have. Let me know if someone can get in touch with me right now?,END,,,,
Request, executive called me when I was travelling and asked to block my card permanently and was not sure if I'll get my money back?,END,,,,
Request,RT : .  Please check on 's concern ,END,,,,
Request,.  Please check on 's concern ,END,,,,
 When you Contact us via DM?,      But,Request,END,,,
Request, Please contact to my mobile number 9830994485 as soon as possible.,END,,,,
Request, how can I track my Credit Card application status?,END,,,,
Request, want a call back on my number. Check DM for my number. Its is urgent.,END,,,,
Request, I have one very important query. Could you please help me?,END,,,,
Request, Can you please look into this issue? See image below. No response yet. Have DM'ed my email id and m… ,END,,,,
Request, I want to talk with some Authories Senior People who has power of decisions making my no. 9322701845,END,,,,
Request, hi when we transfer internal to other icici bank a/c holder then no grid value / password required,END,,,,
Request,  9550522399 is contactable number. If serious about my grievance pl contact on the said number,END,,,,
Request, INR 10k got wrongly transferred to sb ac 007401513792 instead of sb ac 007401513793. Request for your kind help M9990937795,END,,,,
Request, : Shared my details. By when can i expect call back from bank?,END,,,,
Request, I want to deposit some INR in some kind of flexi FD(getting highter rate than savings and flex to withdraw anytim)Help plz,END,,,,
Request,can one can open saving a/c at  with college ID as KYC (address &amp; ID proof) revert asap,END,,,,
Request,   : Please help me on below issue. ,END,,,,
Request, Still getting the call on regular basis.. please follow up on priority.,END,,,,
 we regret the inconvenience caused. Please share your contact details with us. You can now do so b…,RT :  Hi,Request,END,,,
Request, Please check DM.,END,,,,
Request, I've sent my contact information. Awaiting a call.,END,,,,
,Hey  I want to change my registered mobile number for my CC?,,,,,
Request,Whats the process?,END,,,,
Request, I wish to change my registered mobile number for my Credit card? What's the process? Can you help quickly?,END,,,,
,  kindly see the text in pic and plz take action against staff,,,,,
Request,My contact number 9814444018 ,END,,,,
,  Why is Mr. Ravi Narayanan is Not giving Call as confirmed? Ref No ICICICARE=014532487,,,,,
Request,TarikhPeTarikh ICICI,END,,,,
a/c is with civil lines Nagpur(Maharsatra) branch,   and till now no result,,,,,
Request,All details given to the bank,END,,,,
,   ,,,,,
,My icici account has been cloned by some one and withdrawn 90k from Delhi as per the icici bank ,,,,,
Request,Cont'd..,END,,,,
 it was completely useless,  How to cancel ICICI credit card, when I needed it.,Request,END,,
Request,  Till now nobody has contacted me about my complaint. May I know how much more time it will take?,END,,,,
Request, I hv done a NEFT frm my a/c this mrng to a sbi a/c still that transaction has nt been done. may I know the reason ?,END,,,,
Request, Service Request SR436399462 . Fruad ATM cash withdrawal trans of Rs34000. I am in hyd &amp; ATM trnsc in mumbai.Pls help,END,,,,
 SR  4337355803SR  435201969, I need assistance as soon as possible, SR  435210712. Its been 20 days and no response,Request,END,,
Request,  why there's no Kannada language in ur challan. Saw this today in  Bhattar… ,END,,,,
Request,I hope you know I cannot DM untill  follows me? But my registered account no is : 231701517958,END,,,,
 for Customer care, What is more frustrating is that, you guys only allow 140 characters as the limit for a message.,Seggestion,END,,
Suggestion,Look how the clone ATM cards of icici bank are duping the serving soldiers   ,END,,,,
Suggestion,  there is a site called switch me .... They help in shifting loans try it,END,,,,
Suggestion,  bhai its time u close ur account .....,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion, Sent a complaint (with same email address as this) regarding unsolicited calls. Please treat it with all seriousness.,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Suggestion,   Wonder why the guys taking pains to build phishing sites can't hire a good English writer (2/2),END,,,,
Suggestion,  If you are unable to log into your netbanking account then you should contact your branch they will revive,END,,,,
Suggestion,RT :   roll the cursor over the link and you will get the real link.,END,,,,
Suggestion,RT :   roll the cursor over the link and you will get the real link.,END,,,,
Suggestion,  roll the cursor over the link and you will get the real link.,END,,,,
Suggestion, till now no one contract me just see how is your systems is working I have your cc card i want to have internet banking,END,,,,
Suggestion, Also you need to take pledge to solve bugs on internet banking on top priority rather than keep customers confused,END,,,,
