Expected Category, Predicted Category,Content
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,whybapujiistargeted cos students in asaram bapu ji s gurukuls follow vedic hindu way of e?
COMPLAINT,COMPLAINT,my debit card blocked due to technical error because of sbi and customer care tells me to visit branch to unblock plz help
MISCELLANEOUS,MISCELLANEOUS,whybapujiistargeted cos students in asaram bapu ji s gurukuls follow vedic hindu way of education
REQUEST,REQUEST,what to expect this earnings season from banks?
COMPLAINT,COMPLAINT,dear sbi to my surprise my sbi debit card has been blocked without any information or confirmation or my consent
MISCELLANEOUS,COMPLAINT,hoping for positive response so that my sister will continue her studies
COMPLAINT,COMPLAINT,is it worth saying betibachaobetipadhao my sister is not getting sbi edu loan
COMPLAINT,COMPLAINT,still waiting for the clerical mains exam marks look like therez no end to this process
MISCELLANEOUS,MISCELLANEOUS,ticket no cr
MISCELLANEOUS,MISCELLANEOUS,absolutely true whybapujiistargeted
COMPLAINT,COMPLAINT,i m not getting otp on my mobile for any transaction which has made my net bnking useless cstomer care is helpless help
COMPLAINT,MISCELLANEOUS,so it takes visits to the branch to get a phone num updated as the sbi emp doesnt know the process to change ph num thnks
COMPLAINT,COMPLAINT,still show in my account but it not my current no when try to payment show otp sent on ending by
COMPLAINT,COMPLAINT,i am getting the response processing pleasewait and no further response i e iam not getting pay response please help
COMPLAINT,COMPLAINT,i requested a lot to the employees and the branch manager but they denied telling this is rule we cant deposit
COMPLAINT,COMPLAINT,shameonsbi no response from you can you provide high level escalation matrix? you are a bigshamesbi
MISCELLANEOUS,MISCELLANEOUS,with sbi s hopeloans you can not only fulfil your dreams but also bethehope that brightens many lives for details ht?
COMPLIMENT,COMPLIMENT,thrilled to have visited india s first dedicated branch for startups by got out a c opened in hour htt?
COMPLAINT,COMPLAINT,frustrated bank to every indian
COMPLAINT,COMPLAINT,my contact detail is give me a con call with ur branch staff
COMPLAINT,COMPLAINT,thr were no charges earlier wonder y they are incurred now whn there s no pain to even search a c no print the statement?
COMPLAINT,COMPLAINT,branch provided kit after hour tried to login but it is not working after they gave again kit that s also not
COMPLAINT,COMPLAINT,no call from branch no customer centric approach shown by sbi my salary account is in axis bank huge difference
COMPLAINT,COMPLAINT,but manager has been shown tradition response of govt service structure give your no n account details we will check
COMPLIMENT,COMPLIMENT,i am proud to be one of those farmers took farm insurance from tran?
COMPLAINT,REQUEST,pls do from your end to get the facility i have shared all snapshot of restriction due to view rights on rd party transfer
COMPLIMENT,COMPLIMENT,thrilled to have visited india s first dedicated branch for startups by got out a c opened in hour htt?
MISCELLANEOUS,MISCELLANEOUS,learning is a treasure to cherish procuring an education loan now made easy with vidya lakshmi to know more visit ht?
COMPLIMENT,COMPLIMENT,i am proud to be one of those farmers took farm insurance from tran?
COMPLAINT,COMPLAINT,the above link does not have any info abt procedure to convert normal account into para military force account
COMPLIMENT,COMPLIMENT,thrilled to have visited india s first dedicated branch for startups by got out a c opened in hour htt?
COMPLIMENT,COMPLIMENT,i am proud to be one of those farmers took farm insurance from transformingmaharashtra
COMPLAINT,COMPLAINT,i opened my account with sbi last month i m working in bangladesh so unable to collect my atm password from the branch
COMPLAINT,COMPLAINT,how can the bank say it? when the death certificate was given to them ten days back
COMPLAINT,COMPLAINT,very poor services in sbi never take any service
COMPLAINT,COMPLAINT,very poor services in sbi never take any service
COMPLAINT,COMPLAINT,very poor services in sbi never take any service
COMPLAINT,COMPLAINT,very poor services in sbi never take any service
COMPLAINT,COMPLAINT,very poor services in sbi never take any service
MISCELLANEOUS,COMPLAINT,i have already registered find attached the reference number cr
MISCELLANEOUS,COMPLAINT,check dm
COMPLAINT,COMPLAINT,try to solve my registered number issue with app as well as internet banking but still stuck with the problem need help
REQUEST,REQUEST,sbiclerk what s the reason behind this examination results rightinformation
MISCELLANEOUS,MISCELLANEOUS,lessons in leadership from the sbi chairperson arundhati bhattacharya ishainsight
MISCELLANEOUS,MISCELLANEOUS,plays around with interest rates on fds of senior citizens
MISCELLANEOUS,MISCELLANEOUS,you can get in touch with them through their twitter handle or their website
MISCELLANEOUS,COMPLAINT,fr success customer first energise leadership simplify innovation collaboration foresight learning adaptability resilience
COMPLAINT,COMPLAINT,i wnt to open an account in sbi but they are forcing for insurance don t know why when i have already insurance
MISCELLANEOUS,MISCELLANEOUS,followfriday top influencers this week have a great weekend
MISCELLANEOUS,MISCELLANEOUS,go places without losing touch with your bank download statebankanywhere a mobile banking app that lets you bank fro?
REQUEST,COMPLAINT,hlo sbi i have been selected as po in sbi can i know when will i get offer letter an information about medical from sbi?
MISCELLANEOUS,MISCELLANEOUS,go places without losing touch with your bank download statebankanywhere a mobile banking app that lets you bank fro?
REQUEST,COMPLAINT,cannot find an option to file rti in sbi online will you please help me with the link ?
COMPLAINT,COMPLAINT,you only bank that much charging cash handling charge at home branch above ie rs in current ac
COMPLAINT,COMPLAINT,stop treating customers as beggers you r not doing any favour statebankofindia silchar
COMPLAINT,COMPLAINT,disappointed with sbi silchar total harassment disguisting statebankofindia
COMPLAINT,COMPLAINT,atm outside payyanur pay railway station i am told it stopped working months ago beyond biza?
COMPLAINT,COMPLAINT,these are the customer care senior management both are not functional ?
COMPLAINT,COMPLAINT,it is very shameful that the sbi is the nationalise bank they are not make the commitments if government hv give the right
REQUEST,COMPLAINT,pls see the link for your quick reference basis which i am eligible for platinum debit card
MISCELLANEOUS,COMPLIMENT,the latest the giri daily thanks to bigat skypapers
COMPLAINT,COMPLAINT,hi i m not happy ur branch service manager leaves without any notice customer waiting long hour manager cabin onoct
COMPLAINT,COMPLAINT,dear sir i would like to inform you that newly added feature of updating mobile number via onlinesbi has bug
MISCELLANEOUS,MISCELLANEOUS,smt arundhati bhattacharya handed over the key to a brand new animal carcass lifting van to trustees of shri jalaram?
COMPLAINT,COMPLAINT,these are the atms with security cams i wonder who s afraid of it but this guard isn t for sure
REQUEST,REQUEST,please do not play the games give us sbiclerk results
COMPLAINT,COMPLAINT,sir i ll die if sbiclerk result wil not come i spoiled my life because of?
REQUEST,REQUEST,please do not play the games give us sbiclerk results
COMPLAINT,COMPLAINT,also my netbanking stopped working suddenly with no explanation and no help from customer care
COMPLAINT,COMPLAINT,very poor customer service the branch phone numbers provided by your customer care are wrong they refuse to take complaints
MISCELLANEOUS,MISCELLANEOUS,with sbi s hopeloans you can not only fulfil your dreams but also bethehope that brightens many lives for details ht?
MISCELLANEOUS,MISCELLANEOUS,with sbi s hopeloans you can not only fulfil your dreams but also bethehope that brightens many lives for details ht?
REQUEST,COMPLAINT,i want to purchage a buider appartment in dilshsd garden pl have a talk to some body who deals in it
COMPLAINT,COMPLAINT,any update for my concern?
MISCELLANEOUS,MISCELLANEOUS,lessons in leadership from the sbi chairperson arundhati bhattacharya ishainsight
COMPLAINT,COMPLAINT,open an atm at ajyodha village pin wb we have place and commercial electricity contact
MISCELLANEOUS,MISCELLANEOUS,with zero processing fees on sbicarloan you can now accelerate towards your dream of owning a car for details
MISCELLANEOUS,MISCELLANEOUS,with zero processing fees on sbicarloan you can now accelerate towards your dream of owning a car for details
COMPLAINT,COMPLAINT,simply closing the ticket no op without any resolution great service from sbi
COMPLAINT,COMPLAINT,kindly provide contact number of branch officer that explains regarding same recoveries
COMPLAINT,COMPLAINT,what more greviance u need it is the atm next to bank of maharashtra pimplegurav branch
COMPLIMENT,COMPLAINT,dear sir the facility has started working from today p m thank you
COMPLAINT,COMPLAINT,any justification for not crediting qty interest on ?
MISCELLANEOUS,MISCELLANEOUS,with zero processing fees on sbicarloan you can now accelerate towards your dream of owning a car for details
COMPLAINT,COMPLAINT,when u are providing mobile nos to each officer of sbi why do not they are published in your website?very poor workculture?
REQUEST,REQUEST,is a pensioner eligible for irctc sbi credit card
COMPLAINT,COMPLAINT,a bank is a place that will lend you money if you can prove that you don?t need it ?
COMPLAINT,COMPLAINT,dictatorship by sbi shame sbiclerk
COMPLAINT,COMPLAINT,online complaint filled no cr
REQUEST,COMPLAINT,i am from gaya ac no sbi main branch pay all loans before time in april
MISCELLANEOUS,COMPLAINT,ticket no raised through my online a c no ts
COMPLAINT,COMPLAINT,getting very poor service from ur branch ur branch at raipur main unable to close my od a c all dues already paid
MISCELLANEOUS,MISCELLANEOUS,be a part of india s largest digital banking revolution with sbi apply now careers newjob?
COMPLAINT,COMPLAINT,i need ur help in other case were phsical presense is required close n transfer other sbbj account pls confirm
COMPLIMENT,COMPLIMENT,thanks for your prompt response
COMPLAINT,COMPLAINT,all atm are empty here in kanpur
COMPLAINT,COMPLAINT,what about local onpine trasaction whic is also not happening
COMPLAINT,COMPLAINT,when all the criteria of mudra under mudra scheme why lot of bank hesitate to provide?
MISCELLANEOUS,MISCELLANEOUS,contestalert have you participated in the newbeginningswithsbi contest yet? tell us what you bought this dussehra an?
REQUEST,REQUEST,when sbi customers can expect the recent rbi rate cut benefits sir?
MISCELLANEOUS,MISCELLANEOUS,you can get in touch with them through their twitter handle or their website
MISCELLANEOUS,MISCELLANEOUS,the importance of being arundhati bhattacharya read what live has to say about the sbi chairman
COMPLAINT,MISCELLANEOUS,biggest mistake of my life opening account in sbi
COMPLAINT,COMPLAINT,these are the customer care senior management both are not functional
COMPLAINT,COMPLAINT,in our area we have only one cash deposit atm we cant make deposits in branches in case of emergency we cant make
MISCELLANEOUS,MISCELLANEOUS,you can get in touch with them through their twitter handle or their website
COMPLAINT,COMPLAINT,as always s poor customer service is a benchmark had asked the cces to gimme ph no of brnch they give disgust
MISCELLANEOUS,REQUEST,many apps are available free at google play download for easy banking
COMPLAINT,MISCELLANEOUS,bank not supported
COMPLAINT,COMPLAINT,rubbish trying to contact for many days customer care grievances report all are fake they provide no which are not off
COMPLAINT,REQUEST,its been more than months bt still no sign of clerk results will it be declared in ???
COMPLAINT,COMPLAINT,i tried paying my electricity bill via sbi debit card money got deducted frm account bt bill was not paid txn
MISCELLANEOUS,MISCELLANEOUS,government?s role is very crucial in the expansion of entrepreneurship says arunkumaryadav
MISCELLANEOUS,MISCELLANEOUS,government?s role is very crucial in the expansion of entrepreneurship says arunkumaryadav
COMPLAINT,COMPLAINT,very bad service jp saini from rtk branch is dumb ass and illiterate person i have ever seen in my life saynotoreservation
COMPLAINT,COMPLAINT,sir ur accounted don t hv manners how to talk with customer do needfull m one of ur account holder banch pandwa jharkhand
COMPLAINT,COMPLAINT,more than months i m facing this problem it s showing me that i don t have transactions rights and also went to branch
MISCELLANEOUS,MISCELLANEOUS,learning is a treasure to cherish procuring an education loan now made easy with vidya lakshmi to know more visit ht?
COMPLAINT,COMPLAINT,hey i have problem with ebanking of sbi i can t do any thing like funds transfer kindly see the matter
REQUEST,REQUEST,on behalf of all the aspirants we request to declare the results of sbi clerk soon sb?
REQUEST,REQUEST,declare clerk result sbiclerk
COMPLAINT,COMPLAINT,why r u ruining careers of youngster now ll clash with ibps and more will suffer declare sb?
REQUEST,REQUEST,when will sbi clerk result sbiclerk sbiclerk
MISCELLANEOUS,MISCELLANEOUS,learning is a treasure to cherish procuring an education loan now made easy with vidya lakshmi to know more visit ht?
COMPLAINT,COMPLAINT,seems to b keeping mum on this topic no response to my tweets
COMPLAINT,COMPLAINT,hi i ve written multiple times to branch to transfer my cif to branch no response yet please help
COMPLAINT,COMPLAINT,bacheli branch atm service is very poor please do something
COMPLAINT,COMPLAINT,hello sir i don t get any rply from ur side i sent a mail again please check and reply
COMPLAINT,COMPLAINT,i wnt unblock my dc as later received it n same was assited by cust care bt nw dey r nt helping asking to go to brnch
COMPLAINT,COMPLAINT,let s start campaign against for irresponsible behaviour regarding sbiclerk shamel?
REQUEST,REQUEST,a bank that boasts so much about itself can t even provide simple sbiclerk results
COMPLAINT,COMPLAINT,let s start campaign against for irresponsible behaviour regarding sbiclerk shamel?
REQUEST,REQUEST,a bank that boasts so much about itself can t even provide simple sbiclerk results
MISCELLANEOUS,MISCELLANEOUS,you can get in touch with them through their twitter handle or their website
COMPLAINT,REQUEST,not give value customers
COMPLAINT,COMPLAINT,why u failed to meet deadlines and yet not able to figure out how to enable upi itself founded by its time to shame ?
COMPLIMENT,COMPLIMENT,good
COMPLIMENT,MISCELLANEOUS,i wish state bank of india follow buddha lord serve to vegetarian world interests high time good health become bharat
COMPLIMENT,COMPLIMENT,keep going proud to be sbian
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
COMPLAINT,COMPLAINT,pl cancel sbiclerk nd be done with it u can t take single decision now i dont want u to?
MISCELLANEOUS,COMPLAINT,the fell asleep on its side and woke up as the new logo
COMPLAINT,COMPLAINT,paypal doesn t accept my sbi master card how do i pay in s online ? i need to shop urgently
COMPLAINT,COMPLAINT,please go through message captured in the attached photos
COMPLAINT,COMPLAINT,i tried paying my electricity bill via sbi debit card money got deducted frm account bt bill was not paid txn
COMPLAINT,COMPLAINT,i want to apply for international platinum debit card but not getting option in my online banking?
COMPLAINT,REQUEST,different atms including at main branch in jalgaon are closed due to tech diffuculties great job
REQUEST,REQUEST,a bank that boasts so much about itself can t even provide simple sbiclerk results
COMPLAINT,COMPLAINT,how long it is going to take to restore onlinesbidown
COMPLAINT,COMPLAINT,the problem is i have forgotten my security question as well and there is no way to reset profile password online
MISCELLANEOUS,MISCELLANEOUS,if they trouble take sbi corporate office no from my blog and bajao them only one email is enough
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
MISCELLANEOUS,COMPLIMENT,jay mata ki jay i am work for god only and god work for me world s wide very dangers money s or bu
COMPLAINT,COMPLAINT,where?s the money? monitoring atms with rum
COMPLAINT,COMPLAINT,pl see tweet of jun provided all info in past case is of swasthya vihar delhi branch rs fd made in
COMPLIMENT,MISCELLANEOUS,thnks for support sbiclerk
COMPLAINT,COMPLAINT,pathetic services not even a reply in hours
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
MISCELLANEOUS,MISCELLANEOUS,smt arundhati bhattacharya handed over the key to a brand new animal carcass lifting van to trustees of shri jalaram?
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
REQUEST,REQUEST,sir plz ask to declare sbiclerk result its already too late we lac aspirants will be grateful to u asksrk
COMPLAINT,COMPLAINT,not releasing sbiclerk since more than mnths no notice also wat c?
COMPLAINT,COMPLAINT,sir when i could msg the reply is database not found
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
MISCELLANEOUS,MISCELLANEOUS,marking the addition of the th foreign branch mrs arundhati bhattacharya inaugurates sbi s branch in yangon myanma?
COMPLIMENT,COMPLIMENT,recruitment related news and updates thank you
REQUEST,REQUEST,when will be the results for sbi clerk mains come out??
MISCELLANEOUS,COMPLAINT,someone claiming from may ask for your no expiry cvv beware from such spam calls from no
MISCELLANEOUS,MISCELLANEOUS,spotted in coventry places all its chips on landlords to hell with first time buyers h t s f?
MISCELLANEOUS,MISCELLANEOUS,the importance of being arundhati bhattacharya read what live has to say about the sbi chairman
REQUEST,REQUEST,when you guys gonna release the clerk mains result? it is been too long and we the candidates are awaitaing for it
REQUEST,REQUEST,please carry out surgical strikes on and bring out sbiclerk results we lac aspirants will be grateful
MISCELLANEOUS,COMPLAINT,make truly digital by incorporating aadhar kyc with every account holder and nominee mandatory
COMPLAINT,COMPLAINT,bank has been contacted several times no further hope unless approach to follow rbi rules is changed hence record aadhar
MISCELLANEOUS,MISCELLANEOUS,spotted in coventry places all its chips on landlords to hell with first time buyers h t s f?
REQUEST,REQUEST,y there is much delay in sbiclerk result declaration plz look lakhs st?
COMPLAINT,COMPLAINT,sir pls hav a look o?
MISCELLANEOUS,MISCELLANEOUS,economic times plz support us sbiclerk
COMPLAINT,COMPLAINT,there is no new update regarding sbiclerk result since last month there is more than six months to sta?
MISCELLANEOUS,MISCELLANEOUS,be a part of india s largest digital banking revolution with sbi apply now careers newjob?
COMPLAINT,COMPLAINT,you can only add one beneficiary a day are you serious
COMPLAINT,COMPLAINT,i would be grateful so would be lakhs of consumers if you can set the staff manning branches behave well
MISCELLANEOUS,MISCELLANEOUS,be a part of india s largest digital banking revolution with sbi apply now careers newjob?
COMPLAINT,COMPLAINT,epfo payment through personal and retail login is not working from past days due date th please resolve
REQUEST,REQUEST,we want result now sbiclerk
COMPLAINT,MISCELLANEOUS,it was feel bad friday for us sbiclerk
COMPLAINT,MISCELLANEOUS,sbiclerk sbi ja result due for over days so its npa now ?
REQUEST,COMPLAINT,please add into wilful defaulters result of sbiclerk mains due more than days lacking kyc?
REQUEST,COMPLAINT,sir who evr the concrnd authority is bt do sayus wen r the sbiclerk results?
COMPLAINT,REQUEST,wakeup and post our results frustrated sbiclerk
REQUEST,REQUEST,plz publish clerk result sbiclerk
MISCELLANEOUS,MISCELLANEOUS,economic times plz support us sbiclerk
COMPLAINT,COMPLAINT,sir pls hav a look o?
MISCELLANEOUS,MISCELLANEOUS,contestalert lastchance all you have to do is tell us what?s your newest purchase this dussehra and win
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi travel ticket to go back home
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi artistic bottles on the festival
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi have brought pair of shoes to add on minion collection
MISCELLANEOUS,MISCELLANEOUS,contestalert lastchance all you have to do is tell us what?s your newest purchase this dussehra and win
COMPLAINT,REQUEST,sir why u are neglecting ja jaa aspirants but giving preference to po aspirants please release ja jaa result
MISCELLANEOUS,MISCELLANEOUS,smt arundhati bhattacharya handed over the key to a brand new animal carcass lifting van to trustees of shri jalaram?
MISCELLANEOUS,MISCELLANEOUS,saveidbibank donotprivatiseidbi idbi employees r united against privatisation so merge with sbi
MISCELLANEOUS,MISCELLANEOUS,digitalization is amongst the top priorities for india no bank via
COMPLAINT,COMPLAINT,i am currently in australia and will close the account when i visit india in mid in this case do i need to pay emi?
MISCELLANEOUS,MISCELLANEOUS,economic times plz support us sbiclerk
MISCELLANEOUS,MISCELLANEOUS,may all the goodness in and around you vanquish all the evil powers on this dussehra happydussehra everyone
MISCELLANEOUS,MISCELLANEOUS,contestalert lastchance all you have to do is tell us what?s your newest purchase this dussehra and win
COMPLAINT,COMPLAINT,amount refunded by now they are saying talk to your bank pls help me here
COMPLAINT,MISCELLANEOUS,hlo i m sensing sign of corruption in sbi clerk process like old times sbiclerk
MISCELLANEOUS,MISCELLANEOUS,contestalert have you participated in the newbeginningswithsbi contest yet? tell us what you bought this dussehra an?
COMPLAINT,COMPLAINT,plzz reply to my dm
MISCELLANEOUS,MISCELLANEOUS,may all the goodness in and around you vanquish all the evil powers on this dussehra happydussehra everyone
MISCELLANEOUS,MISCELLANEOUS,contestalert have you participated in the newbeginningswithsbi contest yet? tell us what you bought this dussehra an?
COMPLAINT,COMPLAINT,follow up the mail
COMPLAINT,COMPLAINT,shared the issue at customercare co in
MISCELLANEOUS,MISCELLANEOUS,smt arundhati bhattacharya handed over the key to a brand new animal carcass lifting van to trustees of shri jalaram?
MISCELLANEOUS,MISCELLANEOUS,may all the goodness in and around you vanquish all the evil powers on this dussehra happydussehra everyone
REQUEST,REQUEST,on behalf of all the aspirants we request to declare the results of sbi clerk soon sbiclerk sbiclerk
COMPLAINT,COMPLAINT,so many tweets not even a single reply sbiclerk
COMPLAINT,COMPLAINT,thanks for reply sbi but after open that link page is not responding when i click in box nothing happened
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi i hav always seen mom toiling to cut chop veggies in the kitchen so i brought a food processor her
MISCELLANEOUS,MISCELLANEOUS,purchase of gold items is considered good on these special days lastchance dussehra
MISCELLANEOUS,MISCELLANEOUS,contestalert lastchance all you have to do is tell us what?s your newest purchase this dussehra and win
MISCELLANEOUS,MISCELLANEOUS,may all the goodness in and around you vanquish all the evil powers on this dussehra happydussehra everyone
MISCELLANEOUS,MISCELLANEOUS,may all the goodness in and around you vanquish all the evil powers on this dussehra happydussehra everyone
MISCELLANEOUS,MISCELLANEOUS,contestalert lastchance all you have to do is tell us what?s your newest purchase this dussehra and win
MISCELLANEOUS,MISCELLANEOUS,economic times plz support us sbiclerk
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi fitness kit to be fit everyday
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
MISCELLANEOUS,MISCELLANEOUS,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer
MISCELLANEOUS,MISCELLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
REQUEST,REQUEST,is sleeping ovr sbiclerk
