Expected,Predicted,Content
DEFAULT,COMPLAINT,sorry the correct address is broadway ny atm branch all machines were down except
DEFAULT,REQUEST,don't you have any handle for india ops
DEFAULT,COMPLAINT,i will not try to put up with customer service on the phone again i will simply quit using acct
DEFAULT,REQUEST,another payment has been taking over days to clear freezing my funds now trying to check acct some new feature locked me out
DEFAULT,MISCEALLANEOUS,yeah i'm done officially moving all my scheduled payments over to another card and taking the citi out of my wallet
DEFAULT,COMPLIMENT,i'm too slow i guess thanks for checking
DEFAULT,COMPLAINT,hi i don't have an account yet with citibank nigeria how much is it going to cost me to open a corporate current accounts
DEFAULT,SUGGESTION,lumia running windows mobile build
DEFAULT,COMPLAINT,it is not an app it's the mobile site being acessed through a web browser plus the app fail to load as well
DEFAULT,COMPLAINT,hi there how do you change the name on your account to your married name
DEFAULT,COMPLAINT,are there plans yet to have microsoft wallet support citibank cards it'd be nice to be able to use my costco card from my phone
DEFAULT,COMPLIMENT,yes i uninstalled the app and reinstalled all good thanks
DEFAULT,MISCEALLANEOUS,hello anyone
DEFAULT,COMPLAINT,i have made a double payment towards my billed usage what is the procedure to get a refund
DEFAULT,REQUEST,hey i'm in a time sensitive situation and need you folks to respond
DEFAULT,COMPLAINT,i need an immediate response to my dm
DEFAULT,COMPLAINT,it has been a pleasure to help you with your banking needs have a wonderful day : uriana c
DEFAULT,COMPLAINT,i want to apply for a new credit card
DEFAULT,COMPLAINT,your customer service is a joke why is there no email address to contact you all to complain
DEFAULT,COMPLAINT,had to call multiple times each time the voice prompt doesn•À_t work finally entered my ssn and then an employee asks again bad
DEFAULT,COMPLAINT,if a charge has been disputed refunded u should flag it not solicit people on it had enough issues flagging the charges anyway
DEFAULT,COMPLAINT,why is customer services so awful i am on my third call in months to get a new card and still have minutes have no resolution
DEFAULT,REQUEST,when are you going to start supporting store branded cards on apple pay pay and pay
DEFAULT,COMPLAINT,thanks asking i was not able to get the tix but it was bc sold them all to a rd party the citi code did worked
DEFAULT,REQUEST,i am looking for a credit card but do i need an account for having one assist me with cashback credit card of citi bank
DEFAULT,COMPLAINT,i'd like an answer why after going through mastercard securecode my transaction was declined and i got the fraud alert call
DEFAULT,COMPLAINT,no problem that's the link i was using but yesterday it had field passes and locker room tours as well as tickets
DEFAULT,REQUEST,please provide requested info in dm asap
DEFAULT,COMPLIMENT,thank you helen
DEFAULT,COMPLAINT,probably the worst business account i've ever opened or dealt with just terrible and i'm a citigold client
DEFAULT,REQUEST,can you please assist this customer thank you elen
DEFAULT,COMPLIMENT,i've been helped via phone thanks
DEFAULT,REQUEST,it has been a magnificent monday we will return tomorrow ready to answer your tweets between the hours of am and pm est
DEFAULT,MISCEALLANEOUS,have sent dm awaiting feedback
DEFAULT,COMPLAINT,having trouble logging into the web portal to access my banking statements been weeks now website says to contact admin pls help
DEFAULT,MISCEALLANEOUS,thanks to reply me my country is india
DEFAULT,COMPLIMENT,well you dont have a twitter handle for india i'm also sure us customers have also faced the same fraud with you as per forums
DEFAULT,REQUEST,please do not give automated copy pasted responses
DEFAULT,COMPLAINT,i have already called customer care and reported the matter but how can you allow such breaches on your data
DEFAULT,COMPLAINT,but it's still showing on my credit report as late i need it removed dropped my score points i'm a loyal happy customer
DEFAULT,COMPLAINT,the payment didn't go through for some reason called to fix but getting the run around supervisor even waived kate fee bc error
DEFAULT,COMPLAINT,it's a credit card which was opened in usa i set up auto debit in july have had the card since with no missed payments
DEFAULT,COMPLAINT,need cashback credit card not a citi bank customer
DEFAULT,COMPLAINT,wow your customer service is horrible we've been waiting since for an appraiser we've been loyal customer for years
DEFAULT,COMPLAINT,still no update on my lufthansa ticket issue has been silent is making me go from one dept to other
DEFAULT,COMPLAINT,or else you don't care about customers
DEFAULT,MISCEALLANEOUS,youe executives are just doing the same your global support is doing the same is this your image in market
DEFAULT,COMPLAINT,you just asking info but nothing is happening in this issue could you please do something from your end other than escalating it
DEFAULT,COMPLAINT,no calls received so far guess your crm team doesn't take social crm team also seriously verygood
DEFAULT,REQUEST,is it possible now to deliver dhl courier by today before : pm
DEFAULT,COMPLAINT,citi bank issued new pin on oct without confirmation and not received till now chose bad courier inspite urgency
DEFAULT,COMPLAINT,frustrated to no end by byzantine nonsense policy why did we open an account with you faustianbargain
DEFAULT,MISCEALLANEOUS,do you have an email address i can send my question too i am in south africa and cant get through on the phone
DEFAULT,COMPLAINT,called x about a billing dispute due to stolen card and still not resolved how is that even possible horribleservice
DEFAULT,COMPLAINT,do u give tour service to manila
DEFAULT,COMPLAINT,i'll send it via a dm but not an open tweet
DEFAULT,REQUEST,i sent you a message please please help i need to file a formal presidential complaint worst service of my life
DEFAULT,COMPLAINT,yes i still need help i can't get any service at all from your team i have spoke to different supervisors no one calls back
DEFAULT,MISCEALLANEOUS,done
DEFAULT,COMPLAINT,hi so i need help the letter i was supposed to receive int he mail still hasn't come can we start a private message
DEFAULT,COMPLAINT,need business checking account statement to show invoice numbers on payments custmer service says it can't be done really
DEFAULT,COMPLAINT,thanks for the reply i am currently on the phone with a representative
DEFAULT,MISCEALLANEOUS,hi i am unable to send a secure mail to you on cards i keep getting a prefilled content request acct agrmt and no other option
DEFAULT,COMPLAINT,someone reached out and said i should call the store directly have since worked it out thx for the follow up
DEFAULT,COMPLAINT,big thanks to for helping me with my problems from last friday and making things right having had several days to cool off helped
DEFAULT,COMPLAINT,quit denying charges to great credit card customers because they signed up for apple pay at citi's request
DEFAULT,COMPLAINT,just got off the phone from a supervisor who spoke to a specialist after me calling in u have more power than them dm'ing info
DEFAULT,MISCEALLANEOUS,thank you it was already taken care of
DEFAULT,COMPLAINT,bogota has the worst customer service awful bank
DEFAULT,COMPLIMENT,i solved it thanks a lot
DEFAULT,COMPLAINT,why r u not doing something to set my apin why r u not correcting ur records of my date of birth
DEFAULT,COMPLIMENT,the issue was resolved
DEFAULT,COMPLAINT,not sure how i'm supposed to pay my bill when i keep getting an error message from your payment page
DEFAULT,COMPLAINT,it should be solved within this week i•À_ll let you know in case it•À_s not anyway service of citi in argentina is horrible
DEFAULT,COMPLAINT,why did citi make it so hard to leave after years together and closing branches near me
DEFAULT,REQUEST,are you able to assist this customer please ea
DEFAULT,COMPLAINT,a member of your elite premierimiles program call center doesn't work website doesn't work invoice is wrong can you shoot me
DEFAULT,MISCEALLANEOUS,sent you a dm need help
DEFAULT,COMPLAINT,bad bad bad experience with my first payment
DEFAULT,COMPLAINT,credit card in us just talked to brett at ur chat good agent even though days to process my payment no yet released is rude
DEFAULT,MISCEALLANEOUS,there is no error message the account just does not display on the ipad mobile app
DEFAULT,REQUEST,here is a screenshot of the message i get i am using a citi card and it lets me get into the presale and
DEFAULT,REQUEST,: your australian partners are incompetent and scammers make sure you pass that on for me
DEFAULT,MISCEALLANEOUS,i was using safari and didnt work
DEFAULT,COMPLAINT,i didn't got any call till now
DEFAULT,COMPLAINT,that problem was resolved but now i'm dealing with your appalling $ online cheque deposit limit huge hassle
DEFAULT,COMPLAINT,there may be an issue of concern
DEFAULT,MISCEALLANEOUS,con: having my visa number canceled by pro: catching fraud before i was charged fraud alert email and text worked
DEFAULT,COMPLAINT,your response to how to link the costco card did not work
DEFAULT,COMPLAINT,a tech issue is blocking my acc most weeks for why is this not fixed appalling service
DEFAULT,COMPLAINT,my credit card has expired and can't call ur customer service the and heard nothing from citi bank what to do
DEFAULT,REQUEST,would like to know the status my replacement of card does it courier any tracking no
DEFAULT,COMPLAINT,i paid may due yestrday why is it i still have balance and its hard to contack phone no of citibank phils keep on asking pin
DEFAULT,REQUEST,yes please escalate just not escalate but ask them to take some action
DEFAULT,REQUEST,please send me a dm regarding my expired credit card that needs to be replaced thanks
DEFAULT,COMPLAINT,thank you but i don't see anything for chicago at the
DEFAULT,REQUEST,booking end of ap citi offered me a $ credit and k mile then multiple sys crashes help pls
DEFAULT,COMPLAINT,so if you're going to approve my apple pay connection and then that is something that triggers fraud warning then warn me
DEFAULT,MISCEALLANEOUS,countless verification of my personal info major pain in the ass
DEFAULT,COMPLAINT,i only found out because i had to manually call and figure it out minutes including hold time transfers and
DEFAULT,COMPLAINT,so i had no clue what was happening for days for ten days i didn't hear from you purchases were just being declined
DEFAULT,MISCEALLANEOUS,fraud trigger and then started declining my auto renewal payments my basic services were threatened when auto renewal failed
DEFAULT,REQUEST,but here's what happened: connected my cc to apple pay no problems worked fine but unbeknownst to me it triggered a
DEFAULT,COMPLAINT,hi the biggest frustration was that i had to spend min on because of the system so no i don't want to talk on the phone w u
DEFAULT,COMPLAINT,yes you sent me out my second replacement card in months consider it closed until it happens again in months i guess
DEFAULT,REQUEST,you guys can call me now
DEFAULT,REQUEST,as i wrote delhi so country has b india am lukin my mom either citibank basic savings bank deposit or citibank senior a c
DEFAULT,COMPLAINT,thanks for sharing the link would've been nice if citi india had such a handle
DEFAULT,COMPLIMENT,stop declining charges on excellent credit card customers because they opened apple pay per your solicitation
DEFAULT,REQUEST,are branches open today
DEFAULT,REQUEST,hi do you take requests from citibank india customers as well
DEFAULT,REQUEST,i assume this is not legit and i need not do anything about this
DEFAULT,MISCEALLANEOUS,what is meant by pls click to dm only ur acct type dm=
DEFAULT,COMPLAINT,how is your credit card fraud detection so flawed that on my th purchase from the starbucks app you call it fraud
DEFAULT,COMPLAINT,spent mins on the phone explaining my stolen card with been transferred to a department when call was cancelled from their site
DEFAULT,SUGGESTION,can you try to find •À_senior java web marklogic architect•À_ nj on the site
DEFAULT,REQUEST,hi i need to open a bank account in usa contact me over mail my id is chaitanya in
DEFAULT,COMPLIMENT,thanks for the quick response yes it was open in the us
DEFAULT,COMPLAINT,it is a checking acct am trying to call you from venezuela south america
DEFAULT,REQUEST,how do i contact your complaint site
DEFAULT,COMPLAINT,i had received a call and email for doc pending for my cc app but nobody has visited me for collecting doc ref
DEFAULT,COMPLIMENT,good morning let's make america great again
DEFAULT,REQUEST,how badly is hdfc cards hit by the global information leak how can we ensure if we are okay
DEFAULT,COMPLAINT,hey let your cashiers only deal with cash they all try to crosssell products resulting in an unnecessary que
DEFAULT,COMPLAINT,today is th neither received any confirmation nor dispatch details
DEFAULT,COMPLAINT,flipkart refunded my money but still my first installment not given me back and asked for second trid is
DEFAULT,COMPLAINT,it has been more than days no reply from your side you guys told me to sort out my problem within days
DEFAULT,REQUEST,request you to provide email status reg reference no
DEFAULT,REQUEST,plz clarify news on data compromise do all the customers need to change debit card pin
DEFAULT,COMPLAINT,i had visited the home branch and placed a request acknowledgement number
DEFAULT,COMPLIMENT,thank you it's working now :
DEFAULT,COMPLAINT,in the kra of rm for cc current customer service is the last thing when will we have an amex kind of a bk
DEFAULT,MISCEALLANEOUS,you ave said this on th as well and today we are th even a psb would have resolved this by now
DEFAULT,REQUEST,please confirm if this message to me is real or spam and take action accordingly
DEFAULT,REQUEST,guys its heights seriously ur credit card department need better resource
DEFAULT,REQUEST,with the pin change instructions what should nri customers do card is here with me how do i change pin
DEFAULT,COMPLAINT,dear sir more then days are gone still no feedback this is the service from best private bank in india
DEFAULT,MISCEALLANEOUS,cant believe hdfc works like this no update till now i dont know what to do now
DEFAULT,COMPLAINT,i would like to give feedback suggestion it is add a feature on hdfc net banking for add on card thanks
DEFAULT,COMPLAINT,is ur bank open or closed as i did not hear anything from u or ur people happy to see how u care for customers
DEFAULT,REQUEST,by mistake i registered in upi with my secondary mobile no which don't have any bank accounts how to register again
DEFAULT,REQUEST,dear you need to clarify the doubts about atm cards being hacked do we customers have anything to worry about
DEFAULT,REQUEST,one of the hdfc representative claiming to issue credit card is absconding with all my personal documents pls help
DEFAULT,COMPLAINT,a fake transaction has done from my account just a few minutes ago and customer services will help from am what to do
DEFAULT,COMPLAINT,the city is pune and ref
DEFAULT,MISCEALLANEOUS,mail sent two days back no reply
DEFAULT,REQUEST,i have not received list of items which can be taken while redeeming points written many times send at ashokblal com
DEFAULT,COMPLAINT,why you want customer to wait for days snapdeal clearly said that they didn't got payment they cancelled my order
DEFAULT,COMPLIMENT,thanks
DEFAULT,REQUEST,i have responded you in dm request you to kindly check the same anay
DEFAULT,COMPLAINT,i got a mail that team will revert back in a day but they have not replied yet very disappointed with the service
DEFAULT,REQUEST,sent you private msg on the issue appreciate your quick help kind of urgent
DEFAULT,COMPLAINT,car loan account after yrs still charging pre payment charges
DEFAULT,COMPLIMENT,the problem is solved thanks :
DEFAULT,MISCEALLANEOUS,having trouble filling a complaint form to send email what is the valid date format
DEFAULT,COMPLAINT,unable access my net banking account needhelp
DEFAULT,REQUEST,your customer care does not have the minimum courtesy of picking the call even if we call them repeated for days
DEFAULT,COMPLAINT,appreciate the fact you value your image in social media my a c has been closed successfully today after long months
DEFAULT,MISCEALLANEOUS,pls suggest further if someone using hdfc bank jst close bkwas h no proper closure just stupid remarks
DEFAULT,MISCEALLANEOUS,debit card retained at hdfc atm machine my rupay card no was retained by the faulty atm of hdfc bank
DEFAULT,COMPLAINT,please change it to hdfc does not care your customer i have been put to incovenience due to faulty atm machine of hdfc
DEFAULT,REQUEST,any updates
DEFAULT,REQUEST,days passed still my issue is unresolved harassemen
DEFAULT,COMPLAINT,irctc me ska use hoga
DEFAULT,REQUEST,you can also check that i've withdrawn from other available atm adjacent to hdfcbank aym from that same location
DEFAULT,COMPLAINT,may be its working fine now that doesn't means it always works properly whenever required its mostly disappointing
DEFAULT,COMPLAINT,again failed payzapp going to delete this app
DEFAULT,COMPLIMENT,thank you for your valuable feedback natasha
DEFAULT,MISCEALLANEOUS,complaint ref no: replying in such a irresponsible way by hdfc
DEFAULT,REQUEST,cust id deducted rs without any intimation how why its a scam by hdfc bank
DEFAULT,REQUEST,my savingsmax acc came with a titanium card but was promised a platinum debit can i get the platinum debit from mastercard
DEFAULT,COMPLAINT,it is
DEFAULT,COMPLAINT,paid late payment charges because i did not get my bill on time
DEFAULT,COMPLAINT,is it legally and ethically correct my account has been veiwed and shared by an employee of a non home branch
DEFAULT,REQUEST,i have a current account in your bank can a bank employee of some other branch non home check my account transactions
DEFAULT,COMPLAINT,how can a customer reach you'll incase of an emergency trying since a m and i am just put on hold is there a way out
DEFAULT,COMPLAINT,unfortunately the call centre says they don't see nerul branch exusts seriously r u guys there to serve people
DEFAULT,REQUEST,what is the std time to get an a c open activated no has contacted me i want escalation matrix sucks
DEFAULT,COMPLAINT,the reason i tweeted was iam not getting a response send me the direct number of the branch or branch manager
DEFAULT,MISCEALLANEOUS,have registered for hdfc smartpay for my postpaid bill payment smartpay didn't occur this month status shown as active
DEFAULT,MISCEALLANEOUS,is this news true
DEFAULT,COMPLAINT,its too late till now your team is unable to coordinate with the concern and resolve the issue very disappointed
DEFAULT,REQUEST,i want close my account pls help us
DEFAULT,REQUEST,mr monoj can you please tell me how much it will take time to resolve this issue
DEFAULT,REQUEST,that's ok but i am trying to close my a c asap from hdfc and also not suggest to any friend and relatives for the same
DEFAULT,COMPLAINT,no not yet
DEFAULT,REQUEST,when case will be resloved
DEFAULT,MISCEALLANEOUS,is is true that reward points on hdfc bank credit card will be devalued from nov
DEFAULT,COMPLAINT,why not here as i tried calling ur customer care but never got through
DEFAULT,COMPLIMENT,you may contact him on for further assistance natasha n n
DEFAULT,COMPLAINT,we understand that mr anurag jolly contacted you and addressed your issue n
DEFAULT,COMPLAINT,i requested for rs which was not dispensed hence entire amount not dispensed and contact on
DEFAULT,COMPLAINT,cust id ref num mob tell me if u still need more information
DEFAULT,COMPLAINT,your chairman is looking for you: employees of
DEFAULT,REQUEST,when
DEFAULT,REQUEST,when will i get a call from your team on christmas
DEFAULT,COMPLAINT,still not responding you guys why
DEFAULT,COMPLAINT,with a limit of ks also clarify if at all that is a credit card or an insult in disguise
DEFAULT,COMPLAINT,i m really tired from hdfc credit card branch at rajkot very much poor service i hv ever faced
DEFAULT,REQUEST,your account details complete issue details and contact details kindly quote the n
DEFAULT,COMPLAINT,it's the service and unnecessary charge which you are deducting from our account
DEFAULT,REQUEST,hey what's the update on this
DEFAULT,MISCEALLANEOUS,same issue with hdfc too
DEFAULT,COMPLAINT,which acnt details ur orn delhi branch did not allow me to open an account though ur site and rbi guidelines menton bsbda
DEFAULT,COMPLAINT,no thanks if you really wanna help your team can connect with me on my number iam not gonna dealt on mails
DEFAULT,REQUEST,i have sent reply to your email mentioned hope you resolve this issue few more issues created by your bank locally
DEFAULT,MISCEALLANEOUS,delete this tag line next account will be in icici will not share to go hdfc for new a
DEFAULT,COMPLAINT,tag line of
DEFAULT,COMPLAINT,useless service not responsive icici bank is best
DEFAULT,REQUEST,please respond
DEFAULT,REQUEST,are you working on this please resolve the issue asap
DEFAULT,REQUEST,manoj any update how much time to resolve
DEFAULT,COMPLAINT,there is a suspicious transaction in my account narration programmanagement fee how can you do that without informing me
DEFAULT,COMPLAINT,doesn't allow to open normal bsbda account in the bank inspite of rbi guidelines where is the financial inclusion
DEFAULT,COMPLIMENT,okay cc:
DEFAULT,REQUEST,u keep charging me for a service which i have not opted for and already confirmed that i dont need that service
DEFAULT,COMPLAINT,see guys now these ppl want me keep d details handy al td time pls ask sum to call me back iam done sharing my details
DEFAULT,REQUEST,request you to provide us your customer id card number issue details complete address of branch you
DEFAULT,COMPLAINT,: can you please cancel the transaction dated for rs didn't deliver anything
DEFAULT,REQUEST,sure waiting for update
DEFAULT,REQUEST,we are in st century u still take a week to deliver chq book through courier a pige
DEFAULT,MISCEALLANEOUS,let see one of your reference no
DEFAULT,COMPLIMENT,i've got it delivered today thanks anyways:
DEFAULT,REQUEST,its working now i could complete a neft in minutes thanks a lot
DEFAULT,REQUEST,how much it will take more hdfcbank upgrading servers
DEFAULT,COMPLAINT,i dont knw when these working days will be over now late fee also charged for card never received by me
DEFAULT,REQUEST,i have sent an email at talktous com please check
DEFAULT,REQUEST,bunch of jokers continue to respond without any concrete information pls find another ticket no:
DEFAULT,COMPLIMENT,docs submitted on sept app still in process
DEFAULT,COMPLAINT,no it's not solved yet still we are not able to see kannada option please double check
DEFAULT,MISCEALLANEOUS,already you got receive back auto generated email
DEFAULT,MISCEALLANEOUS,what's happening lunch time over
DEFAULT,REQUEST,days passed still my issue is unresolved harassementofhdfcbank continues
DEFAULT,COMPLAINT,system down ecs bounced and payments are pending disappointed with the service : two wheeler loan issue
DEFAULT,MISCEALLANEOUS,have sent you an email with all the required information
DEFAULT,REQUEST,plz tell me
DEFAULT,REQUEST,how can i close my jumbo loan
DEFAULT,REQUEST,i want close my jumbo loan but no one assist me
DEFAULT,COMPLAINT,firstly u take action on ur customer care executive poonam
DEFAULT,REQUEST,i want to close my jumbo loan but no one guide me properly from hdfc bank side
DEFAULT,MISCEALLANEOUS,email sent to talktous com have a look asap
DEFAULT,REQUEST,if you could give me email id to write the matter
DEFAULT,COMPLIMENT,i m anurag i m very dispointed from hdfc bank becoz no one resolved my prob plz take necessary action as soon as possible
DEFAULT,COMPLAINT,i m anurag cc no called on ur custcare many times but ur exec ponam discnt d call after holding the call
DEFAULT,COMPLAINT,beware of wheeler loan agents best known for putting the customers into risk for their commission scambyhdfcbank loot
DEFAULT,MISCEALLANEOUS,i guess we'll revert in h is a joke for hdfc no response despite tall claims exactly why i say nomorehdfc
DEFAULT,COMPLAINT,your branch head called me promised earlier resolution thank you
DEFAULT,REQUEST,not using credit card since long want to close it please let me know the procedure
DEFAULT,REQUEST,the website is awfully slow unable to do any transactions any body there to respond please
DEFAULT,COMPLAINT,amount deducted but no money came from atm machine disgusting customer id is
DEFAULT,SUGGESTION,dear hdfc bank agr apse bnkng operation nhi smbhala ja rha pls go n learn from kirana wala how he hand
DEFAULT,COMPLAINT,support calling service sucks this bank fully irresponsible for support hell with this bank
DEFAULT,MISCEALLANEOUS,i'm at in new delhi
DEFAULT,COMPLIMENT,applied and submitted docs on sept application still in process
DEFAULT,SUGGESTION,feedback submitted kindly refund it asap
DEFAULT,REQUEST,hey hdfc i want to close my account what's the procedure
DEFAULT,REQUEST,please find the account details in your direct messages thanks
DEFAULT,REQUEST,did u check
DEFAULT,COMPLAINT,rs debited from my savings account without any explanation request you to reverse
DEFAULT,REQUEST,i was given the same response a week ago too how many more days do you need this is so disappointing
DEFAULT,MISCEALLANEOUS,no step taken yet for my grievance hdfc hasn't contacted bluedart this behaviour is unacceptable
DEFAULT,COMPLAINT,what is the use of personal loan if it is not available on time very bad service your all representatives r fake and liar
DEFAULT,REQUEST,please help guys its hdfc reputation matter
DEFAULT,REQUEST,which i never took looking for some help from one of esteem bank of india
DEFAULT,COMPLAINT,from last some time it seem thr is something wrong with u my credit card statemen has personnel loan of k
DEFAULT,REQUEST,please help this guy on higher priority it's hdfc repo matter
DEFAULT,COMPLAINT,for god's sake will you stop all these annoying market tips sms alerts
DEFAULT,REQUEST,can someone come to my help its urgent please treat it as a high priority
DEFAULT,REQUEST,i called many times but it dropped my call in middle what to do please help
DEFAULT,COMPLAINT,unable to make any transaction thru card online it refused every time i don't know what happened please help
DEFAULT,REQUEST,below is the issue hdfc confirmed money transferred to pizza hut pizza hut has to refund it
DEFAULT,REQUEST,now the person contacted and will update you if i don't get any revert now loan is in progressing
DEFAULT,REQUEST,i will be waiting and ur quick response will be appreciated
DEFAULT,MISCEALLANEOUS,my loan id is and my num is i am afraid about fraud
DEFAULT,REQUEST,person who i submitted docs can be contacted at earlier he was picking my phone but now ignoring
DEFAULT,MISCEALLANEOUS,i have applied for top up against my hdfc loan a c i had submitted docs on oct' but didn't get any revert
DEFAULT,COMPLAINT,not able to do a icici credit card hdfc netbank&gt bill payment &gt icicicreditcard&gt pay adhoc&gt debit card&gt submit&gt invalid session
DEFAULT,MISCEALLANEOUS,seen in economic times today strange
DEFAULT,MISCEALLANEOUS,hdfc nerul address shop no ground floorcoral crest nerul navi mumbai
DEFAULT,MISCEALLANEOUS,hello
DEFAULT,COMPLAINT,i have written application for reversal of chrges as well but it was nt responded i will close all my accounts with hdfc
DEFAULT,COMPLAINT,i have been debited rs in accounts as program management charges which was nt conveyed to me bfr its the nd time
DEFAULT,COMPLAINT,been hours since i filled it no response
DEFAULT,MISCEALLANEOUS,is complaint number sucks
DEFAULT,COMPLAINT,poor credit card call centre service no getting disconnectd everytime
DEFAULT,COMPLAINT,what is your current interest rate for home loan
DEFAULT,REQUEST,can you ask some one from nerul brach hdfc bank shop no coral crest to pick up the call any direct number help
DEFAULT,REQUEST,okay waiting thnxxxx
DEFAULT,MISCEALLANEOUS,sorry what do you guys need
DEFAULT,COMPLAINT,the conversation did not reach a point where i could've received a reference number times your reps cut the call midway
DEFAULT,MISCEALLANEOUS,mentally stressed with hdfc auto loan feeling ashamed by choosing hdfc
DEFAULT,MISCEALLANEOUS,i will dm you my account number we can discuss further thanks
DEFAULT,COMPLAINT,nonsensical team and this is not a one time review but a culmination of years of pathetic customer service
DEFAULT,COMPLAINT,i haven't applied for two wheeler loan but getting message about repayment of loan to my number or legal action
DEFAULT,COMPLIMENT,thanks
DEFAULT,REQUEST,its been working days now dmed you emalied you you want me to send a kabutar on a space ship now
DEFAULT,COMPLAINT,not interested in a card with such low credit limits you can take it back thank you
DEFAULT,COMPLAINT,card delivered after otp for registration at atm got expired so much trouble to get a credit card
DEFAULT,COMPLAINT,applied for diners international credit card as corporate customer got delivered money back credit card
DEFAULT,COMPLAINT,can aditya puri help to get my cheque book what a bank with zero customer service
DEFAULT,COMPLAINT,it is not diwali deepavali is the correct word used in karnataka
DEFAULT,COMPLAINT,i am operating a salary account with you from despite many calls still the same recklessness hdfcsucks
DEFAULT,MISCEALLANEOUS,payu id: arn refnd of awaited dnt knw wats wrng
DEFAULT,COMPLAINT,has no responsibility towards account holders don't treat them properly seniormgmt worstreply not to talk
DEFAULT,REQUEST,i want amount required to be paid for cibil cleanup
DEFAULT,COMPLAINT,don'tcare worstservice from nevertrust don't call send worst reply in emails seniormgmt irresponsible
DEFAULT,REQUEST,don'tcare worstservice from nevertrust share documents don't take creditcards seniormgmt irresponsible
DEFAULT,REQUEST,don'tcare worstservice reply from nevertrust and share documents moveout salary account
DEFAULT,COMPLAINT,is homepage for all or only hindi speaking customers stop treating us as nd class custo
DEFAULT,COMPLAINT,seema luthra a fraud bank representative from noida openly cheating through email and calls
DEFAULT,REQUEST,account number and transaction id is attached kindly tell me the transaction details of rs con
DEFAULT,MISCEALLANEOUS,nw ur saying thr is no request
DEFAULT,COMPLAINT,i chkd wid ph bnkng on th oct i was told tht thr is alrdy a req pending n will rcv a card in days
DEFAULT,COMPLAINT,i chkd wid ph bnkng on th oct i was told tht thr is alrdy a req pending n will rcv a card in days
DEFAULT,COMPLAINT,have you launched your upi app
DEFAULT,COMPLAINT,worst not capable on delivering on their commitment all false promises whether lower or so called priority services
DEFAULT,REQUEST,wtf this now when your days will over cc:
DEFAULT,MISCEALLANEOUS,i have already sent more than emails no reply
DEFAULT,REQUEST,hi team i've done which you've asked to please do the needful thank you
DEFAULT,MISCEALLANEOUS,date oct time at around hrs
DEFAULT,MISCEALLANEOUS,mentally stressed with hdfc auto loan facility hdfc pune india team is annoying customers
DEFAULT,REQUEST,with out any intimation the giving credit card and levying irrelevant charges
DEFAULT,COMPLAINT,pathetic services
DEFAULT,COMPLAINT,this is but you are giving services to your customers i will go with legal precedings to get it resolved now
DEFAULT,COMPLAINT,new statement has been generated with extra charges
DEFAULT,REQUEST,got frustrated with please do needful
DEFAULT,COMPLAINT,which i have not received still but the due is increasing day by day and already i have paid much due on same
DEFAULT,COMPLAINT,card since there was no response from bank and i hv not requested for new card they hv issued a new card
DEFAULT,COMPLAINT,i made all the payments on my credit card nd due to some reason bank blocked my card i requested to close the
DEFAULT,REQUEST,hdfc bank r a puram chennai greedy in billing a company for not maintaining minimum balance even after closing the account
DEFAULT,COMPLAINT,i hve still not recd th details from yrend yr silence is disturbing may write to yr h o what is yr prdicament
DEFAULT,COMPLAINT,another bad experience wd credit card i have free credit card and now charged i am going to close it soon
DEFAULT,REQUEST,can u pls call me on friday
DEFAULT,COMPLAINT,natasha i have only day's for this month to use my card n u r saying yo wait for working day's
DEFAULT,REQUEST,any updates to this
DEFAULT,MISCEALLANEOUS,thank you so much natasha my email id is velloremohan com
DEFAULT,COMPLAINT,yesterdayiwas tried to recharge my tatasky through payzapp i've wasted half an hours to solved th
DEFAULT,REQUEST,please advise the steps to change
DEFAULT,MISCEALLANEOUS,plz fast mail already sent hrs ago highly disappointed
DEFAULT,REQUEST,also note it is a lifetime free card will it be chargeable for me if i change the card
DEFAULT,COMPLAINT,i wanna change my diners club card to visa or mastercard as it is unacceptable at most of e commerce site like amazon
DEFAULT,COMPLIMENT,prompt action by nw mentally stressed with feeling awkard with hdfc auto loan facility
DEFAULT,COMPLAINT,from last days i heard about inconvenience only but till now no one give the resolution
DEFAULT,COMPLAINT,worst banking exp with its been days but a c is still deactivated pathetic they dont follo norms
DEFAULT,REQUEST,when
DEFAULT,COMPLAINT,it discussed with executive to deduct my late payment
DEFAULT,SUGGESTION,there must be some eta
DEFAULT,SUGGESTION,there must be some eta
DEFAULT,MISCEALLANEOUS,thanks for confirming my fear that this is a bot operated account
DEFAULT,REQUEST,i have sent the mail u can read all the conversation and take the necessary action i want the correct amount asap
DEFAULT,COMPLAINT,preposterous customer service unhelpful arrogant cs reps to add to their poor service delivery
DEFAULT,MISCEALLANEOUS,hdfc bank customers care is third class
DEFAULT,MISCEALLANEOUS,of all my exp with i gotta say hdfc is the best
DEFAULT,REQUEST,thanks natash need month of statement for proceed my housing loan reg i'd:velloremohan com customer id
DEFAULT,COMPLAINT,need to inquire about a penalty levied on my cc don't you guys have a toll free number or a callback facility
DEFAULT,REQUEST,can i get any reply or not upi
DEFAULT,REQUEST,natasha issue resolved appreciate ur help but pls convey the msg it might be a bug which many customers would face
DEFAULT,COMPLAINT,where is my credit card month days over after ur reply i don't want your card please cancel it
DEFAULT,COMPLAINT,i am trying to add to pocket app for upi
