Expected Cat, Pred Cat, Content
COMPLAINT,65025155,but without my approval why my account info updated frequently 
COMPLAINT,-1757689271,without customer knowledge every now and then updating details recently remove my mobile number m my ac feel unprotected
COMPLAINT,-232787078,what do u want customer should die else u won t stop harassing not once not twice every time u guys harass and i ll treat
COMPLAINT,364255888,what do u guys think we have an account here so u would behave like as u feel harass me for your comfo
COMPLAINT,-807935946,just interact with sayed at and he is telling me that the normal debit card easily hacked compare of coral debit m shocked
COMPLAINT,-439554166,to make dd we need to fill dd slip n ur dd charges r rs per dd so how do u benefit the cust indianbanking rbi
COMPLAINT,-1488702773,chor bank still didnt able to find anything 
COMPLAINT,-844445729,is freaking me by draining all my money no help till now
COMPLAINT,79030838,congrats for new recordno response to my sr in more than months
COMPLAINT,1241501150,how long it s more than a month since i raised this complaint
COMPLAINT,378048789,let down my expectations response is disappointing and inefficient paper work i expect swift action on this
COMPLAINT,807697879,looping you this guys have recovered money in a very unethical manner
COMPLAINT,-807935946,my kotak netbanking not showing updated statement details
COMPLAINT,364255888,i have a one time closure letter dated for my loan account after lot of follow up it is not closed 
COMPLAINT,-844445729,team request closed without even informing about the outcome wat happened with my money
COMPLAINT,364255888,what haapen guys again rs was deduted from my account without any information should i highlight this issue with uday kota
COMPLAINT,-1966579915,i thought grievance redressal is slow only for me ohh it s same for everyone badservice waitingfrommonths
COMPLAINT,-959409795,now after all this issues i am getting a notification of amount due as penalties common team poorkotakbank
COMPLAINT,-844445729,u dnt wanna resolve my problem dnt want to talk to me u rnt respondin for ages u nly want me to exit your bank
COMPLAINT,-1451508951,already raised a consumer complaint against your bank kotakyou can congratulate your executive for this 
COMPLAINT,-2095627851,poorva sending mail and required documents for the last days
COMPLAINT,535958664,my complaint has not been resolved and yet i am getting a mail today saying my complaint has been closed how
COMPLAINT,-844445729,it does not pertain to kotak mahindra bank it is for kotak securities read the tweet man
COMPLAINT,-232787078,customer service sucks at kotak life insurance and conveniently does not have atwitter handle also kotaklife 
COMPLAINT,-1258192890,the dangerous point in any deal is star n ur sheet is full of it which means u intend to cheat people if they do nt notice
COMPLAINT,-1271135951,every bank takes a charge and i am fine with it but you need to tell not take it discreetly thats my point why the time lag
COMPLAINT,-232787078,chetting the customer and not replying
COMPLAINT,-844445729,whytake charges after months why so secretly why is there no fixed date charges to be deducted why take twice demat chrgs
COMPLAINT,1545693985,you really need a month to respond to an email
COMPLAINT,-844445729,if u are charging on a toll free number then y the hell we need to listen all unrelated promotional offers
COMPLAINT,397254606,i am applying third time they don t give anything in writing everything is verbal with tough condition
COMPLAINT,1597354194,feeling cheated
COMPLAINT,-807935946,hello team i have opened savings account in october without any clue my account was debited with for debit card
COMPLAINT,-1182726884,do u know what is my issue i have calling last days n not getting solution running behind u n fuck off
COMPLAINT,1213304262,nothing bank can t help me with please let me know it s really annoying raised service request no 
COMPLAINT,-747443372,till today haven t received update on request nor request completed unable to understand delay of months for a small request
COMPLAINT,-232787078,offering a range of financial services wo any knowledge of service rm addressing a customer wo a salutation lol
COMPLAINT,-422239918,shame th day of twitter followup rd day of branch request dtd sep no reversalclosure executed no reply 
COMPLAINT,1033909796,uncessary charges credit extra fees 
COMPLAINT,364255888,from august u ppl are solving this issue i would like to change my saving account now
COMPLAINT,-150082881,days are complete still my cashback isn t credited to my account i have the reciept also for the same stating cb details
COMPLAINT,535958664,need to fly london delhi to get this resolved share email address to send ticket invoice for re imbu 
COMPLAINT,-217993048,unfortunately u still did not consider it appropriate to answer my query
COMPLAINT,364255888,hell guys i have opened an account with u guys days ago but till now the account is not active yet
COMPLAINT,118622328,appreciate twitter team for quick response but i am bearing for more than a week you can understand why people choose pl ty
COMPLAINT,364255888,my account was with ing vysya after acquiring by kotak bank fee increased now asking for k as amb
COMPLAINT,-232787078,bank is dependent to single person or bank usually do the same with customer this is the worst experience thank you
COMPLAINT,2087216277,from last days branch official is saying your request is with central team we cant commit say do anything 
COMPLAINT,-232787078,i got money instead of k from axis bank atm and m a customer of 
COMPLAINT,-1548382284,i will but that s not solution to my banks suppo number not being reachable
COMPLAINT,-1781589599,when i get callback from your bank nothing happens when someone press then what s the purpose of cal 
COMPLAINT,-1830127643,they are deducting money for no reason 
COMPLAINT,-844445729,is freaking me by draining all my money no help till now
COMPLAINT,1747680500,all customer relation mangers too busy to handle an emergency poorcustomerservice
COMPLAINT,-232787078,please find alternate solutions to help customer and not trouble them this is my third complaint on tweeter
COMPLAINT,144184227,i want to say an only single word to kotak bank that is shut down call me if you want to contact me 
COMPLAINT,364255888,eight days since i funded for new sb ac account still not opened totally disappointed jifistatus
COMPLAINT,338369390,they say they r helpless it is with central team which does reversal closure they will do it in sequence no time commited
COMPLAINT,-232787078,customer ser executive says that this is how the bank works we close queries it s customers responsibility to follow up 
COMPLAINT,-807935946,months srs to update my number and both times close the query saying updated i call back num not updated 
COMPLAINT,535958664,your netbanking is down and so is your call centre what s happening 
COMPLAINT,983750766,ing vysya merged to kmb consequently all the customers are put in trouble even day to day transactions have become a big task
COMPLAINT,-232787078,worst customer service ever after calling for nth time on helpline i could reach your representative and call disconnected
COMPLAINT,364255888,no thanks i will close my account there are another options availble of kotak you people are charging each thing
COMPLAINT,364255888,was faked by one of your agent to open an ace account and have been experiencing nightmares
COMPLAINT,-232787078,want to open an acct customer service telling they trying to call me but whatever calls i got they marked as spam by others
COMPLAINT,-807935946,is it so difficult to help yr customers to correct their cibil that too bcz your own bank delayed the pdcs
COMPLAINT,-59918654,i hav recvd the foreclosure nly and there is no letter with it
COMPLAINT,868437606,will send more proof proving your incompetence kotakchor
COMPLAINT,827625004,spent almost an hour trying to gt help now in branch kotakchor cp
COMPLAINT,-232787078,again extremely disappointed your privilege customer mgrs do not keep commitments stop answering calls refuse to ack sms 
COMPLAINT,-999976579,high time theses companies should sta taking consumer distress as important fraud kotakmahindrabank ht
COMPLAINT,767841304,why you proclaim that you have a customer care suppo when you can t keep it 
COMPLAINT,979191103,in did transaction on irctc to book a ticket though net banking then cancelled ticket as per irctc amount is sent to bank
COMPLAINT,-62818123,crn no have requested for hard copy of my internet banking password on th sept e mail also sent but 
COMPLAINT,937061532,well it gonna be days still waiting for my cheque clearance for god sake what kinda banking system is this frustrated
COMPLAINT,1111109240,it is so disgusting st thn then rejects my application for pls cr crd despite all records ok
COMPLAINT,-2096677900,your team don t think update me even i called your bank representative he shouting on me 
COMPLAINT,-1182726884,have got the answer its around days over and your turtle team still trying 
COMPLAINT,-278359848,yes the issue remains the same despite changing the browser need your assistance here 
COMPLAINT,657280115,is the imps service available today i am unable to use it 
COMPLAINT,-1095217128,after reply personally not replying only they are worried about public domain 
COMPLAINT,331097461,is there any update its almost a month 
COMPLAINT,-83297375,if the hackers can get access to the database of then on what grounds do and stand 
COMPLAINT,-232787078,respected sir i have an idea to achieve more and gain revenue as well as customer so for my suggestion please reve me thnx
COMPLAINT,-1182726884,requested for home loan documents at the branch i can t understand why it should take days for a simple request
COMPLAINT,-1331426791,dear icici bank my father is getting calls from one of icici employee who is misbehaving with him for past loan settlement
COMPLAINT,1545693985,bearing it for the third time writing an email to service loans com in the middle of night consider referring to it 
COMPLAINT,585544806,my dad is government employee and applied for loan from sbi bank is harrashing him plz help pathankot punjab
COMPLAINT,1187389813,i have noticed fraudulent activity on my net banking and a huge amount is missing please help 
COMPLAINT,364255888,my icici account has been cloned by some one and withdrawn k from delhi as per the icici bank cont d 
COMPLAINT,585544806,i am charged mab charges on my account thrice without any info available on my account profile about mab reqmt plz rvrs
COMPLAINT,-1255720496,i have sent you the details in dm please look into this matter very urgently
COMPLAINT,-217993048,haven t received a neft credit ale to a payee for a transfer i did in the morning help please
COMPLAINT,767841304,unbale acces imobile n unable to speak to customer care executive even after repeated calls to call center whats next
COMPLAINT,-1266565313,hey i am still awaiting for my k no update from the branch please take immediate action its high time now
COMPLAINT,510235544,what is the progress on this unbelievable laxity
COMPLAINT,767841304,awesome customer care just been advised to ignore security sms we send it to all ignore it please veryfunny
COMPLAINT,-749165456,in your net banking portal taxes paid yesterday hasn t been confirmed even after hours no challans stuck with my it returns
COMPLAINT,-844445729,doesn t even pertain to kotak bank please read
COMPLAINT,980910594,very strange i am getting all the calls don t know how you are unable to reach please call tomorrow at am
COMPLAINT,-807935946,hi i want to unblock my credit card tried calling but number is not working please help
COMPLAINT,364255888,how much time does it take to open a saving account in your bank it s been a week and yet no response from branch 
COMPLAINT,-157883932,need statement my biz loan been running from branch to customercare to loan guys past week but no result can some help
COMPLAINT,338369390,will anyone come forward with answer can you process reversal n closure today if not today then by what date 
COMPLAINT,-807935946,looting customers in the name of travel card hoping for someone to help out hs
COMPLAINT,1400494770,have current ac but unable to use mobile banking for second err invalid credentials please assist
COMPLAINT,-844445729,should i bank when is working fine or when i need poorestsuppo pleaseclosemyaccount canttakethisshitanymore
COMPLAINT,-1455487183,the sms was shared with your team last week and duly acknowledged by them what else u need 
COMPLAINT,585544806,premature withdrawal of ppf modified by finance ministry not implemented by sbi branches plz circulate to br
COMPLAINT,65025155,your telephone suppo is not able to provide correct info in creditcard interest what is your email help
COMPLAINT,844408295,your illiteracy about india its ppl continues not sure how it makes sense u when u air hindi ads in kannada fm channels
COMPLAINT,-62818123,till now no one contract me just see how is your systems is working i have your cc card i want to have internet banking
COMPLAINT,1733049574,banks like doesnt suppo in the transfer of single female employees to there home state nor in the work time
COMPLAINT,-669682568,i informed a bug in imobile app n a wrong transtn hapnd in july raised complnt no result no use
COMPLAINT,-758878177,worst bank service i have ever seen the one in koramangala branch bangalore no response for call please improve it asap 
COMPLAINT,2087216277,please check with your branch official before posting they are saying that they can not do anything it is with central team 
COMPLAINT,-394028833,atm machines should mention cards issued for foreigners will not be given money but will help deduct your balances sham
COMPLAINT,767841304,thanks for reversing d charges bt still few r pending i e for yestrdy today onwards u should better take care such charges
COMPLIMENT,794968553,thank you 
COMPLIMENT,-527913821,thanks for assistance
COMPLIMENT,2093299845,thanks a lot
COMPLIMENT,676735951,congrats boss enjoy <u c><u c>
COMPLIMENT,-844445729,yes thanks to my favourite bank
COMPLIMENT,937061532,thanks u guys were rely helpful god bless
COMPLIMENT,-1923782750,thanks but has already helped me so things out
COMPLIMENT,-844445729,paywithcapture though i ve finally succeeded in linking my account to it tank u
COMPLIMENT,-99628232,okay thanks
COMPLIMENT,-99628232,thanks
COMPLIMENT,693871998,good morning done as requested
COMPLIMENT,-844445729,have received my amount of thank you have learnt that cod is safest when shopping
COMPLIMENT,-471475839,thanks hope concerned team will progress from looking into it to fixing it at some stage 
COMPLIMENT,794968553,thank you
COMPLIMENT,-1255720496,thanks for calling me providing me the necessary details
COMPLIMENT,827625004,yes rm contacted and promised resolution by mid next week will confirm on receipt of the amount thank you appreciated 
COMPLIMENT,3089282,done robots
COMPLIMENT,-844445729,tks for your prompt reve pls take prompt action on those people too idz xw z
COMPLIMENT,817244529,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,817244529,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,82391420,i would like to appreciate all the steps taken by miss sita for helping to resolve my long going issue with icici
COMPLIMENT,794968553,thank you
COMPLIMENT,-731571731,thnks to giving a chance to visit club mahindra reso superb living experience der hope t
COMPLIMENT,-731571731,thnks to giving a chance to visit club mahindra reso superb living experience der hope to see u again
COMPLIMENT,535958664,thnk u issue resolved
COMPLIMENT,1779116204,thanks team i checked with the local branch in mumbai they asked me to apply at bangalore branch which i can t 
COMPLIMENT,-1255720496,thank you all for your super cool entries in myhelicoptershot contest winners please dm your contact details to claim 
COMPLIMENT,92463817,thank you please look into it
COMPLIMENT,38242272,show me the action you taken regarding this how can i believe what action you taken reply with details
COMPLIMENT,-232787078,great offer on big basket green tuesdays but give it atleast twice per month per customer 
MISCELLANEOUS,-401630462,alright but i will be able to withdraw today
MISCELLANEOUS,-1923876920,without id
MISCELLANEOUS,1847721221,dear sir re access bank account adebowale ogunranti on monday october cont 
MISCELLANEOUS,-418032522,open atm at ajyodha village pin wb we have place and commercial electricity licence armed guard manab 
MISCELLANEOUS,-807935946,some months back people had just asked me to provide nominee details and i provided my wife s pan card copy and photo
MISCELLANEOUS,-844445729,does clean my coach works madam drdibyendupal com
MISCELLANEOUS,1461623342,here is what your apply online link leads to gm ck
MISCELLANEOUS,290678766,when am i getting d call 
MISCELLANEOUS,-793977055,exactly <u d>
MISCELLANEOUS,-807935946,i have recive the mail for conformation nitin tambe your icici credit card application ref no kbj
MISCELLANEOUS,-2096677900,on th have made payment of inr nd at that time representative said there were no dues because my emi refunded 
MISCELLANEOUS,714507030,hi we have made a note of your concern and informed our teams we will get back to you 
MISCELLANEOUS,1872164590,that s the scamsters statutory warning they just can t let go of that signature 
MISCELLANEOUS,-844445729,shocked this is not mine co avtjdsyiu
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,-807935946,bank s fraud detection logic automatically suspended card temporarily to prevent further transactions 
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,-1757689271,sorry i was traveling in delhi have no knowledge about area
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,868437606,maybe the setting is not active since i was not able to send dm co ovmvznkop
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,874661164,somewhere in uttam nagar delhi
MISCELLANEOUS,-1925521688,a small ell instead of small i in the address the s missing after http fraud mail g z
