Expected Category, Predicted Category,Content
COMPLAINT,COMPLAINT,it hasn t come to freecharge account and neither returned to bank account
COMPLAINT,COMPLAINT,do you realise that it s been over hours since i gave my number what kind of pathetic customer service is this
COMPLAINT,COMPLAINT,block chain or blocked operations feeling disappointed not getting last disbursement 
COMPLAINT,COMPLAINT,am in the same boat apps the block chain seems meaningless if a simple disbursement takes so lo 
COMPLAINT,COMPLAINT,as per customer care exe imran ahemad otp grid value ask for first time user great way to loose money 
COMPLAINT,COMPLAINT,don t open your account with them a sincere advice might end breaking your own head and cursing self pathetic
COMPLAINT,COMPLAINT,rem n sr nobody frm bank has responded regarding the open issue wondering if anyone is even looking into it
COMPLAINT,COMPLAINT,do needful urgently as it s my first experience with icici and it s getting worst 
COMPLAINT,COMPLAINT,i made a payment for purchasing ticket on website the payment is deducted from my account but is not received n
COMPLAINT,COMPLAINT,dear i haven t applied for credit card still m receiving mails frm you asking me to verify my application which i never done
COMPLAINT,COMPLAINT,same thing you are repeating frm last days
COMPLAINT,COMPLAINT,still waiting 
COMPLAINT,COMPLAINT,getting standard and helpless response from customer care huge money got debited but not credited to merchant help fast
COMPLAINT,COMPLAINT,days atms none wrkng sadar ganga nagar why error msg in marathi i cnot undrstnd whts written 
COMPLAINT,COMPLAINT,poor customer service
COMPLAINT,COMPLAINT,disappointed several emails calls and tweets no response no care for customers planning to close accounts 
COMPLAINT,COMPLAINT,unauthorized illegal charge on my bank account by icici reve back the money or i will be forced to take legal action
COMPLAINT,COMPLAINT,i received credit card not active which was valid from f in feb you charged me to avoid cibil faulter repay me
COMPLAINT,COMPLAINT,worst bank ever they harass you and make a mess of ur life stay away if u can
COMPLAINT,COMPLAINT,no need i am on my own it was nice working with icicibank i have to say goodbye to your service closingmyaccount
COMPLAINT,COMPLAINT,no action yet on my cashback issue of icicipockets
COMPLAINT,COMPLAINT,without customer knowledge every now and then updating details recently remove my mobile number m my ac feel unprotected
COMPLAINT,COMPLAINT,it is over days there is just one communication from your team but no action failed to help yr old customer
COMPLAINT,COMPLAINT,icici bank blocked my debit card when i asked to refund they wrongly deducted from ac will inform world if not solved now
COMPLAINT,REQUEST,just interact with sayed at and he is telling me that the normal debit card easily hacked compare of coral debit m shocked
COMPLAINT,COMPLAINT,chor bank still didnt able to find anything 
COMPLAINT,COMPLAINT,could you plz tell how many time i ll put requst of my name change error which is done by u times resqtd
COMPLAINT,COMPLAINT,is freaking me by draining all my money no help till now
COMPLAINT,COMPLAINT,congrats for new recordno response to my sr in more than months
COMPLAINT,COMPLAINT,our issue has not been resolved their are charges levied tune to rs and they are reversing only rs are we beggars
COMPLAINT,COMPLAINT,very disappointed few deposits not shown
COMPLAINT,COMPLAINT,it s been days since i first raised the issue both over call and email you still don t have answers
COMPLAINT,COMPLAINT,if your ch pa over take an action agnst ur bnk else u r a chor tat i alrdy prvd so mny
COMPLAINT,COMPLAINT,dear sirdear kotak teamthere is no reply on my tweet dt th oct pm clear case of misselling insuranceinv 
COMPLAINT,COMPLAINT,ref to my pending issue kmb customer care says branch wd help and branch says customr care what s this 
COMPLAINT,COMPLAINT,i have a one time closure letter dated for my loan account after lot of follow up it is not closed 
COMPLAINT,COMPLAINT,team request closed without even informing about the outcome wat happened with my money
COMPLAINT,COMPLAINT,u have been saying this for month now is there really any conversation between u and ur relevant team 
COMPLAINT,COMPLAINT,rajourigarden branch newdelhi worst service cheques encashed but no detail of my accounts
COMPLAINT,COMPLAINT,if customer stops complaining then ur team even forgets that there was a complaint badservice unhappycustomer
COMPLAINT,COMPLAINT,udaykotak get my issue resolved before this weekend otherwise i will paste screenshots of entire mails on social media
COMPLAINT,COMPLAINT,tired of your promises
COMPLAINT,REQUEST,u dnt wanna resolve my problem dnt want to talk to me u rnt respondin for ages u nly want me to exit your bank
COMPLAINT,COMPLAINT,poorva sending mail and required documents for the last days
COMPLAINT,COMPLAINT,it does not pertain to kotak mahindra bank it is for kotak securities read the tweet man
COMPLAINT,COMPLAINT,i know i am fighting against a wall who will just not agree to their misconduct will surely keep this fight on in other forum
COMPLAINT,COMPLAINT,why take after months is my concern that amounts to cheating is my point even after a month is dubious
COMPLAINT,COMPLAINT,all other banks i deal with take charges immediately which is best you know ur charges before taking the service
COMPLAINT,COMPLAINT,every bank takes a charge and i am fine with it but you need to tell not take it discreetly thats my point why the time lag
COMPLAINT,COMPLAINT,whytake charges after months why so secretly why is there no fixed date charges to be deducted why take twice demat chrgs
COMPLAINT,COMPLAINT,hi been trying to connect with you all since days and your lines have been busy and haven t received any call back
COMPLAINT,COMPLAINT,i am unable to undrstand whats the issue with your bank
COMPLAINT,COMPLAINT,you really need a month to respond to an email
COMPLAINT,COMPLAINT,had called up customer care for the same they said they wont do it and did not register the complaint
COMPLAINT,COMPLAINT,fed up with services never give deal with i buy such a pathetic and dishonour bank evr soxz ak
COMPLAINT,COMPLAINT,trying to reach since morning rbmwy qq
COMPLAINT,COMPLAINT,ny update u r following most unethical banking practice n surprisingly u keep justifying itrequest u ve sm professionalism
COMPLAINT,COMPLAINT,pathetic service not getting service 
COMPLAINT,COMPLAINT,do u know what is my issue i have calling last days n not getting solution running behind u n fuck off
COMPLAINT,COMPLAINT,issue still unresolved for my query regarding transaction ref 
COMPLAINT,COMPLAINT,you fooled me i repent now y i paid emi for yrs
COMPLAINT,COMPLAINT,actually i am irritated with all ur stupid explanations that u are giving since a years tym now n d issue still unresolved
COMPLAINT,COMPLAINT,till today haven t received update on request nor request completed unable to understand delay of months for a small request
COMPLAINT,COMPLAINT,no update so far we are surprise to see such a slowness from kotak bank
COMPLAINT,COMPLAINT,cash delivered at homebut why would you put customers security at risk a big van with gunman for petty amount 
COMPLAINT,COMPLAINT,shame th day of twitter followup rd day of branch request dtd sep no reversalclosure executed no reply 
COMPLAINT,COMPLAINT,your service at kandivli west branch is really dis appointing complaint registered since a month not been answered yet
COMPLAINT,COMPLAINT,days no reply shame not banking with you bye
COMPLAINT,COMPLAINT,uday sir look at this failure of commitments by ur team openly on social media not received a single call
COMPLAINT,COMPLAINT,hiiii before days i raise a request on your email id but my query is resolved yet wrost service 
COMPLAINT,REQUEST,surrised that to close the car loan i need to travel to cp branch from fbd is challenged technically
COMPLAINT,COMPLAINT,from august u ppl are solving this issue i would like to change my saving account now
COMPLAINT,COMPLAINT,i hate psu s they ve extremely bad way of treating their customers i ll go likes of or 
COMPLAINT,COMPLAINT,the quality of atm machines of or their banking services is as good as mcdbmc office will take your money and show zero
COMPLAINT,COMPLAINT,service request no made a complaint days back nothing has come out of it
COMPLAINT,COMPLAINT,yes i m able to use it in atms my card is not blocked time out message at pos appears most of the time not all the time
COMPLAINT,COMPLAINT,unfortunately it is only an email with no resolution and to surprise the operations manager asked me to provide investment
COMPLAINT,COMPLAINT,not really finally i solved my own prob by closing the sb ac had to approach my org to change my salary ac pathetic 
COMPLAINT,COMPLAINT,when i ask for status you ask for cheque number why are you not tracking each cheque number that c nqkofe
COMPLAINT,COMPLAINT,your cheque processing system is flawed when will you fix it payee should get to know status with zjkmz
COMPLAINT,COMPLAINT,when u people are planning to return my money back from august m raising complaint no actions nothing 
COMPLAINT,COMPLAINT,same on you yet i have not received my card no response from customer care same on 
COMPLAINT,COMPLAINT,i have dm an issue pending for my corporate account since months even after multiple follow ups its not yet resolved contd 
COMPLAINT,COMPLAINT,when i get callback from your bank nothing happens when someone press then what s the purpose of cal 
COMPLAINT,COMPLAINT,my money is been drained up in the name if imps without any reason need refund immediately
COMPLAINT,COMPLAINT,please find alternate solutions to help customer and not trouble them this is my third complaint on tweeter
COMPLAINT,COMPLAINT,their toll free is awful too other day when i tried wait time told by the bot was some one hour 
COMPLAINT,COMPLAINT,i want to say an only single word to kotak bank that is shut down this stupid bank you theft my money i have proof 
COMPLAINT,COMPLAINT,keeptrackofurkotakaccount produce proof in order to get back the money should i approach rbi or cnsumercou 
COMPLAINT,COMPLAINT,how come there a glitch everytime this is third time it has happened to me can t bear more than this
COMPLAINT,COMPLAINT,certainly everyone is unhappy with the service from kotak mahindra bank
COMPLAINT,COMPLAINT,every month i am getting emails regarding car loan on my email id bijujoseph com i don t have account with kotak
COMPLAINT,COMPLAINT,i gave a address update request my city is shown as kolk instead of kolkata cust care is not helping whom to contact 
COMPLAINT,COMPLAINT,give me some reliable responsible person s number whom i can speak to yr branch people also never came back to me
COMPLAINT,COMPLAINT,finnaly i m movng to othr optn u cn be happy with ur own bank don t waste othr s tym if u r nt able to serve thm 
COMPLAINT,COMPLAINT,tnx response rec d d cal bt not yet reverted you guys again debited charges raise t req 
COMPLAINT,COMPLAINT,were is my money its past days chorbank
COMPLAINT,COMPLAINT,hi why s it so difficult to add a beneficiary for transferring funds ugh the user experience on your site sucks really bad 
COMPLAINT,COMPLAINT,trying to reach out to ur customer care service since ystrdy night not connecting r u guys shutting down shop 
COMPLAINT,COMPLAINT,ive already spoken to my rm s boss its sad that routine requests come to this
COMPLAINT,COMPLAINT,never get any reply via emails either
COMPLAINT,COMPLAINT,have received an sms from on th oct till now i haven t received my parcel no response on call 
COMPLAINT,COMPLAINT,again extremely disappointed your privilege customer mgrs do not keep commitments stop answering calls refuse to ack sms 
COMPLAINT,COMPLAINT,why you proclaim that you have a customer care suppo when you can t keep it 
COMPLAINT,COMPLAINT,in did transaction on irctc to book a ticket though net banking then cancelled ticket as per irctc amount is sent to bank
COMPLAINT,COMPLAINT,crn no have requested for hard copy of my internet banking password on th sept e mail also sent but 
COMPLAINT,COMPLAINT,since last half month you pulling your team and your team shouted on customer cheater
COMPLAINT,COMPLAINT,shut the fuck up team u have pushed me to use such lang u come up with disgusting excuses that u d u
COMPLAINT,COMPLAINT,lies lies lies just now ur exes called me confirmed that ur will not stand by me coz am a cont uzrctba
COMPLAINT,COMPLAINT,am fed up with banks like 
COMPLAINT,COMPLAINT,u only understood social media msg u guys mentioned charges got reverted but not yet reflected since th sep pathetic
COMPLAINT,COMPLAINT,it s been days till now no response
COMPLAINT,COMPLAINT,i dnt undrstnd wat r u wrkin on its ben days now waste servce
COMPLAINT,COMPLAINT,twitter banking nt getting any responses frm week nw
COMPLAINT,COMPLAINT,what the ing bank i never recommend ur bank to anyone u guys r charging even for imps money transfer go to hell
COMPLAINT,COMPLAINT,how will i know that my card has been hacked when sms service is not operational
COMPLAINT,REQUEST,if the hackers can get access to the database of then on what grounds do and stand 
COMPLAINT,COMPLAINT,harrasing for the past one year by not paying leave encashment on my retirement pray to solve
COMPLAINT,REQUEST,i wish rm cared respond hoping people know about this thank you for the info though 
COMPLAINT,COMPLAINT,experienced fraudulent transactions on my credit card for the first time had to get it blocked efficient suppo from 
COMPLAINT,COMPLAINT,i applied for personal loan make sure commitment from your side is being completed frustration poorservice
COMPLAINT,COMPLAINT,hey was trying to apply for a personal loan it wont allow me to get past this screen what to do q
COMPLAINT,COMPLAINT,requested for home loan documents at the branch i can t understand why it should take days for a simple request
COMPLAINT,COMPLAINT,we harrased by icici bank due to car loan kindly help cont no 
COMPLAINT,COMPLAINT,horrible service from your loan department no followup from your side you took money but it s not reflected in my account
COMPLAINT,COMPLAINT,dear kotak teamthis is my th rejection credit card appli ation number sq 
COMPLAINT,COMPLAINT,dear kotak teamthis is my nd rejection credit card application number r s fw
COMPLAINT,COMPLAINT,bearing it for the third time writing an email to service loans com in the middle of night consider referring to it 
COMPLAINT,COMPLAINT,my credit card is not working my debit card is not working the relationship manager is not picking up the phone
COMPLAINT,COMPLAINT,no call back received yet no emails no details provided kindly contact asap
COMPLAINT,COMPLAINT,sr on no card received till date plz issue any debit card on priority i m nt able to trnfr
COMPLAINT,COMPLAINT,wish to open savings account ur customer care number doesnt hv precise extension that provides info on opening savings acc
COMPLAINT,COMPLAINT,still not resolved my cc issues its very horrible for ur service i explained abt my present status kindly reve as positive
COMPLAINT,COMPLAINT,i ve been having difficulties getting a fraudulent transaction issue sorted after months of waiting can someone fix this
COMPLAINT,COMPLAINT,complaint still unresolved
COMPLAINT,COMPLAINT,atm installed pir mitha jammu gives false alarms clients inside feel embarasd plz help no action on previous submission
COMPLAINT,COMPLAINT,unbale acces imobile n unable to speak to customer care executive even after repeated calls to call center whats next
COMPLAINT,COMPLAINT,hello how does one contact u i need to block my lost debit card ur app is useless and ur toll free is till pm
COMPLAINT,COMPLAINT,after months was sleeping plz share proof of sr request closure or out kwl uk
COMPLAINT,COMPLAINT,i chcked but there u didnt mentioned which cash deposit machine operate beyond banking hours i need to know where its 
COMPLAINT,COMPLAINT,dear nodal officerplease wake up from your dreamy paradise and reply on service request number sr 
COMPLAINT,COMPLAINT,in your net banking portal taxes paid yesterday hasn t been confirmed even after hours no challans stuck with my it returns
COMPLAINT,COMPLAINT,i have spoken to one of the irresponsible customer care executive minutes ago she didn t understand concern can someone
COMPLAINT,COMPLAINT,very strange i am getting all the calls don t know how you are unable to reach please call tomorrow at am
COMPLAINT,COMPLAINT,cheque pick up service very poor please take immediate action 
COMPLAINT,COMPLAINT,need statement my biz loan been running from branch to customercare to loan guys past week but no result can some help
COMPLAINT,COMPLAINT,cant find a response on listed number of kalbadevi branch waiting update on a transfer cheque can u help
COMPLAINT,COMPLAINT,premature withdrawal of ppf modified by finance ministry not implemented by sbi branches plz circulate to br
COMPLAINT,COMPLAINT,also you need to take pledge to solve bugs on internet banking on top priority rather than keep customers confused
COMPLAINT,COMPLAINT,your illiteracy about india its ppl continues not sure how it makes sense u when u air hindi ads in kannada fm channels
COMPLAINT,COMPLAINT,if i hv to contact icici bank cc for everything then why are you handling a twitter account this is not a govt office 
COMPLAINT,COMPLAINT,get the survay done you will come to know the fact how icici exploits customer
COMPLAINT,COMPLAINT,this is completely unprofessional remember customer care is very important in the service sector
COMPLAINT,COMPLAINT,why are you guys operating if you cant help customers
COMPLIMENT,COMPLIMENT,thank you 
COMPLIMENT,COMPLAINT,thanks i will do just that during the week 
COMPLIMENT,COMPLIMENT,thanks so much
COMPLIMENT,COMPLAINT,thank you and for helping to resolve my account issues cc 
COMPLIMENT,REQUEST,yeah i ve spoken to a rep and my problem has been sorted out thanks 
COMPLIMENT,COMPLAINT,yes i got the reversal notification thanks for the prompt response
COMPLIMENT,COMPLAINT,cool
COMPLIMENT,COMPLIMENT,ok thanks
COMPLIMENT,COMPLIMENT,it s been resolved thanks for the swift response
COMPLIMENT,COMPLAINT,if there s an award for best customer care attendant adewunmi agunbiade of would certainly get my vote
COMPLIMENT,COMPLIMENT,i just got the best customer service from adewunmi agunbiade of access bank fantastic professional kudos
COMPLIMENT,REQUEST,thanks i can now access my account
COMPLIMENT,COMPLIMENT,thanks
COMPLIMENT,COMPLIMENT,many thanks 
COMPLIMENT,REQUEST,hi we regret the inconvenience caused please share your contact details with us you can now do so by 
COMPLIMENT,COMPLIMENT,thank you
COMPLIMENT,COMPLAINT,i don t think so u deducted my money u contact me and fix this i m putting this on fb dq
COMPLIMENT,COMPLIMENT,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,COMPLIMENT,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,COMPLIMENT,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,COMPLIMENT,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,COMPLIMENT,pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
COMPLIMENT,COMPLIMENT,thank you
COMPLIMENT,COMPLIMENT,okay thanks ur advice
COMPLIMENT,COMPLAINT,issue resolved
COMPLIMENT,COMPLIMENT,many thanks very much appreciated 
COMPLIMENT,COMPLIMENT,hey no issues glad you listen to your customers <u d><u bc><u bf><u bb> custserv
COMPLIMENT,COMPLAINT,thank you for the confirmation mail from kotak team
COMPLIMENT,COMPLIMENT,yes thank you
COMPLIMENT,COMPLIMENT,thanks a ton
COMPLIMENT,COMPLAINT,thank you just to let u know that the problem was reported in app store almost a month back k xki
COMPLIMENT,COMPLIMENT,thank you all for your super cool entries in myhelicoptershot contest winners please dm your contact details to claim 
COMPLIMENT,COMPLIMENT,thanks for the quick response and help
COMPLIMENT,COMPLAINT,great offer on big basket green tuesdays but give it atleast twice per month per customer 
REQUEST,COMPLAINT,dear if you are not interested in giving home loan why were you behind me would have opted for another bank by now 
MISCELLANEOUS,MISCELLANEOUS,if you have debit card check once sbi has blocked cards after a suspected security breach to reissu 
MISCELLANEOUS,MISCELLANEOUS,professionalism is not synonymous with the big brand image
MISCELLANEOUS,COMPLAINT,according to the merchant and the customer care rep from aliexpress
MISCELLANEOUS,COMPLAINT,alright but i will be able to withdraw today
MISCELLANEOUS,COMPLAINT,without going to nearest branch i can t get the pin on my own
MISCELLANEOUS,COMPLAINT,done
MISCELLANEOUS,COMPLIMENT,thanks for being high value members this week much appreciated insight by 
MISCELLANEOUS,COMPLAINT,please find below sr number raised and 
MISCELLANEOUS,MISCELLANEOUS,axisbank vulnerability sqliinjection type is string db server mysql = p s u c
MISCELLANEOUS,COMPLAINT,hi team am getting very frequent calls from the mentioned number to get add on card for my credi ggujjm
MISCELLANEOUS,COMPLAINT,still nobody contacted me very strange
MISCELLANEOUS,COMPLAINT,my no 
MISCELLANEOUS,COMPLAINT,my mobile no 
MISCELLANEOUS,COMPLAINT,one of my friend received phishing email which looks like genuine pls mhoxw
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,MISCELLANEOUS,a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS,COMPLAINT,i have sent you my contact details
MISCELLANEOUS,COMPLAINT,ultimately he had to take down the tweet and tweet a fresh tweet tagging to which finally they replied 
MISCELLANEOUS,COMPLAINT,attention i m in india ll back on novmbr
MISCELLANEOUS,COMPLIMENT,amazing persistence
MISCELLANEOUS,REQUEST,icici bank atm ambarnath e ambarnath rly stn east near booking window thane maharashtra i dont have atmid
MISCELLANEOUS,MISCELLANEOUS,mill compound lower parel mumbai branch g gy 
MISCELLANEOUS,COMPLAINT,tis bank know how to harass customers
MISCELLANEOUS,COMPLAINT,cc closure request and confirmation but card account still in force j xp
MISCELLANEOUS,COMPLAINT,i will be reachable at my mobile no 
MISCELLANEOUS,REQUEST,credit manager ankrita malhotra com at ambadeep building new delhi
MISCELLANEOUS,MISCELLANEOUS,vccirclepremiumkotak pe plans to expand investment franchise | privateequity 
MISCELLANEOUS,COMPLAINT,i v rcvd ur mail that i can t trnsfr cash frm kotak credit card to kotak bank account directly what 
MISCELLANEOUS,REQUEST,pa taim job without investment earn daily taip join and whatsaap no 
MISCELLANEOUS,COMPLAINT,other bank cards for successful swipe at pos in almost all supermarkets 
MISCELLANEOUS,COMPLAINT,finally urs executive suggest me to close down all transactions with us we can do nothing bye bye 
MISCELLANEOUS,REQUEST,i dmed you my contact number
MISCELLANEOUS,MISCELLANEOUS,there are opportunities opportunity lies in volatility power woman shanti ekambaram of at 
MISCELLANEOUS,MISCELLANEOUS,join md at ascentconclave for an inspiring talk more info ascen 
MISCELLANEOUS,COMPLAINT,this was the same thing you guys said last time
MISCELLANEOUS,MISCELLANEOUS,join md at ascentconclave for an inspiring talk more info ascen 
MISCELLANEOUS,MISCELLANEOUS,join md at ascentconclave for an inspiring talk more info ascen 
MISCELLANEOUS,COMPLAINT,online updating is only for them who have adhar card
MISCELLANEOUS,COMPLAINT,i did not recv any email today
MISCELLANEOUS,MISCELLANEOUS,goodbye 
MISCELLANEOUS,COMPLAINT,date is th oct amount through credit card 
MISCELLANEOUS,MISCELLANEOUS,congrats chiefdigitalofficers who made the news in sept from 
MISCELLANEOUS,MISCELLANEOUS,the battle for indian mass market clients sees banks microfinance come together at a quickened pace h
MISCELLANEOUS,COMPLAINT,saving account
MISCELLANEOUS,REQUEST,and the ease of access by customers the responsiveness of the system to
MISCELLANEOUS,MISCELLANEOUS,it is to be appraised by the fluidity of the new innovative channels and 
MISCELLANEOUS,COMPLAINT,imagine if someone else is getting yours
MISCELLANEOUS,COMPLAINT,hi sorry for the trouble we ll look into it at the earliest 
MISCELLANEOUS,MISCELLANEOUS,join md at ascentconclave for an inspiring talk more info ascen 
MISCELLANEOUS,REQUEST,banks recall over lakh debit cards due to security breach bankingonvalues pnb
REQUEST,COMPLAINT,pls otp password for internet banking also
REQUEST,REQUEST,please what is the dollar naira exchange rate if i use my card for an online international transaction today
REQUEST,REQUEST,hello can i use lasrra as a form of identification
REQUEST,COMPLAINT,please which of your branches in lagos can i go to and open an account and get master card atm immediately
REQUEST,REQUEST,to prospects to thinkers this is where the acclaim comes from
REQUEST,REQUEST,so i will hav to goto d bank to get naira mastercard
REQUEST,COMPLAINT,just n 
REQUEST,COMPLAINT,but i was told it takes working days so when do my working days sta counting
REQUEST,MISCELLANEOUS,access debit ale amt ngn dracc desc billsglo time 
REQUEST,REQUEST,you have to follow me so i can dm you
REQUEST,COMPLAINT,but i have not done any transaction this month
REQUEST,REQUEST,i have been trying to make use of my naira visa card for web payment precisely paypal and it isn t going thru any help
REQUEST,COMPLAINT,is the existing monthly usage considered or starting now you get a $ limit card not working atm
REQUEST,REQUEST,can i make purchases in ngn from foreign sites that suppo dynamic conversion and does the limit affect it
REQUEST,COMPLAINT,please is there a way to get an otp in order to make online transfers while i am here in the uk
REQUEST,COMPLAINT,how can i check my account balance without internet
REQUEST,COMPLAINT,guys it seems like my visa card is now useless what would it cost me to get a verve card i feel it should be free 
REQUEST,REQUEST,hi please dial to view your account balance thanks ^al
REQUEST,REQUEST,pls i need to access my app from my mobile device but i lost my username and password can you help pls 
REQUEST,REQUEST,can i use the e id to make foreign payments online 
REQUEST,REQUEST,my bvn was linked after a long battle and now it is unlinked again on the grounds that my account has names and my bvn 
REQUEST,COMPLAINT,i open account on wednesday uptill now i ave not received my account number
REQUEST,COMPLAINT,hi did an online transaction but it s yet to reflect on the platform while my account has been debited
REQUEST,COMPLAINT,what must a man do to get a full refund please 
REQUEST,COMPLAINT,i was told i could only get the plastic after one or two years i m currently expecting a big fund soon wat do i do 
REQUEST,REQUEST,hello please confirm accessbank branch in anyigba kogi state if any thank you 
REQUEST,REQUEST,i already sent direct message check it or simply tell me if access cards can work abroad and names of the countries
REQUEST,COMPLAINT,all i seek is u shld fund my account as promised
REQUEST,REQUEST,i used the accessbank mobile app what kind of information will i provide
REQUEST,COMPLAINT,tried to deposit into my bet ja acct bt it was unsuccessful yet my money was debited pls can u look into it asap 
REQUEST,COMPLAINT,his birthday few months ago and access posted his picture don t know if it s possible with mine
REQUEST,COMPLAINT,i have an exciting account but i have forgotten all the details
REQUEST,COMPLAINT,account was never credited my account number is please help me to rectify the issue my nairabet username is
REQUEST,COMPLAINT,to fund my nairabet account on the at p m my access bank account was debited of but my nairabet
REQUEST,COMPLAINT,i just got a text from you saying my account has been restricted reason no bvn 
REQUEST,COMPLAINT,recharging online trying pay bills with vogue pay also transferring money online it keeps saying contact ur bank why 
REQUEST,REQUEST,please how many rts to gain frontline officer internship<
REQUEST,COMPLAINT,i need some help with my account
REQUEST,COMPLAINT,i thought you people said my money has been reversed where is it na please reverse it na so we move on with our lives
REQUEST,COMPLAINT,sorry is that information for me 
REQUEST,REQUEST,please how much is the exchange rate for international card transactions using ur card online 
REQUEST,REQUEST,please check with your super efficient employee raj prajapati and ayush morarka
REQUEST,REQUEST,hi please write to us at for us to assist you in case you h 
REQUEST,COMPLAINT,i hv prepaid int card and unable to check the balance due to nullpointerexception could you pls hve n
REQUEST,COMPLAINT,i m nt sure abt which sales person to contact 
REQUEST,REQUEST,how can i raise a query using app there is no option in the app to write or raise a new query
REQUEST,COMPLAINT,i can t see an appropriate section where i can share the complaint can you suggest
REQUEST,COMPLAINT,still awaiting a response
REQUEST,REQUEST,are you hacked 
REQUEST,COMPLAINT,hello axis bank i m out of india not able to make transaction with my credit card please contact on rajkshk com
REQUEST,COMPLAINT,can you please provide a direct email address for forex outward remittance complaint we have been harassed by bank staff
REQUEST,REQUEST,hi please share your concerns at for us to assist you 
REQUEST,REQUEST,i have dm you the contact number kindly call back asap 
REQUEST,COMPLAINT,dont you understand i need an email id that link doesnt provide an email id 
REQUEST,COMPLAINT,please give me solutions over hear or on call
REQUEST,COMPLAINT,please whatever u want in front of public let them know about your services
REQUEST,COMPLAINT,i got the registered mobile no of credit card changed to otp is till going to the old number pls check
REQUEST,COMPLAINT,better to ask share the details on the link rather asking for cc details on social media 
REQUEST,COMPLAINT,i have received the reply for the mail it says axismutualfund would look in to matter please clarify who will resolve
REQUEST,COMPLAINT,got a call from for renewing my atm card which one of u ws tht 
REQUEST,COMPLAINT,i have messaged you in details about your employee and the trauma which i am going thru
REQUEST,REQUEST,open an atm at ajyodha village pin wb we have place and commercial electricity licence armed guard manab 
REQUEST,COMPLAINT,i want to talk with some authories senior people who has power of decisions making my no 
REQUEST,COMPLAINT,hey i want to change my registered mobile number for my cc whats the process 
REQUEST,REQUEST,i wish to change my registered mobile number for my credit card what s the process can you help quickly
REQUEST,COMPLAINT,pls note and take appropriate action jdaws vx
REQUEST,COMPLAINT,sent waiting for a call now
REQUEST,REQUEST,shared the contact detail look forward to help asap 
REQUEST,REQUEST,ok you can contact me on my mobile number 
REQUEST,COMPLAINT,hi i need assistance help me
REQUEST,COMPLAINT,nobody contacted me yet reg this
REQUEST,COMPLAINT,why can t i change my birthday date in pockets app
REQUEST,MISCELLANEOUS,hi we have made a note of your contact details our official will address your concerns 
REQUEST,REQUEST,i ve shared the details please get in touch asap
REQUEST,COMPLAINT,will wait call from ur official
REQUEST,COMPLAINT,number my new relationship manager s number to contact if i wanted anything however i called sahil today for a call 
REQUEST,COMPLAINT,dear my credit card return to your address without deliver please send again earlier blueda courier awb no 
REQUEST,REQUEST,just dm you please have it checked and respond me 
REQUEST,COMPLAINT,hi team i got couple of transaction failed from on th oct could u please check wh 
REQUEST,COMPLAINT,no one has yet called can you give me a number wherein i can reach them
REQUEST,REQUEST,has taken one step ahead of others and made apy compulsory for account opening in patan gujarat
REQUEST,COMPLAINT,i ll b in delhi on nvmbr contact m
REQUEST,COMPLAINT,receiving lots of mail like this i understand it s a scam please take action tmegnoin
REQUEST,REQUEST,pls provide me the update of reg my credit card pls tell when it will deliver ed to me 
REQUEST,COMPLAINT,i haven t received any communication kindly provide me a proof on my personal e mail i d rohan farro com
REQUEST,REQUEST,my name is george sylvester from chennai i need help on a cardless cash transaction sr 
REQUEST,COMPLAINT,my icici saving bank account has been lien marked without any intimation and its banking holiday for next two day what to do
REQUEST,COMPLAINT,i get many such msgs everyday i called my icici relationship manager he said to ignore help rykuf
REQUEST,REQUEST,how do i connect my existing icici account to pocket
REQUEST,COMPLAINT,when will my bank account get activated request no 
REQUEST,COMPLAINT,got a call from for renewing my atm card which one of u ws tht 
REQUEST,COMPLAINT,got a call from for renewing my atm card which one of u ws tht or just phishing
REQUEST,COMPLAINT,sorry i was little bit bz today i will take your call plz call me tomorrow
